children_under_4,children_under_12,children_under_18,children_under_26,employee_type,distance_dm_home_to_employer_hq,travel_location_known,owns_rents,no_of_medical_visits_previous_year,percent_family_members_with_chronic_condition,percent_family_members_that_play_sports,probe_id,serial,probe,network_status,expense_type,val1,val2,val3,val4,action,plan,estimate_medical_visits,risk_aversion,choice,kdma_depends_on,persona
2,2,3,3,Bonus,2363,Yes,Rents,52,64,80,16,12,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,50,0,30,75,30,3,50,high,low,RISK,3
1,1,1,0,Hourly,4144,No,Owns,3,2,0,17,9,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,80,70,100,70,2,5,high,low,RISK,3
1,0,0,1,Salaried,4377,No,Rents,4,9,1,8,9,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,20,15,40,80,40,2,5,high,low,RISK,3
1,1,0,0,Salaried,3352,Yes,Rents,1,9,1,10,9,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,100,60,120,0,100,2,5,high,low,RISK,3
2,1,0,2,Salaried,1125,Yes,Rents,6,12,28,1,10,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1600,0,200,600,600,2,10,high,low,RISK,3
0,0,1,1,Bonus,1248,Yes,Rents,7,20,35,15,10,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,80,70,70,50,70,2,10,high,low,RISK,3
4,3,4,3,Salaried,2175,No,Owns,59,75,83,10,12,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,100,60,0,120,60,3,50,high,low,RISK,3
1,2,1,1,Hourly,4470,Yes,Owns,16,35,73,11,11,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,10,0,100,200,10,3,20,high,low,RISK,3
4,4,3,3,Bonus,2404,Yes,Owns,49,60,83,15,12,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,50,70,80,70,3,50,high,low,RISK,3
0,0,1,0,Salaried,1919,No,Owns,4,4,5,13,9,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,60,70,80,50,60,2,5,high,low,RISK,3
4,4,2,4,Bonus,4623,Yes,Owns,40,73,76,11,12,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,10,100,0,200,10,3,50,high,low,RISK,3
0,2,2,0,Hourly,170,No,Rents,16,14,34,16,10,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,75,50,30,0,50,2,10,high,low,RISK,3
1,1,1,0,Bonus,2793,Yes,Owns,9,9,1,20,9,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,100,50,30,10,50,2,5,high,low,RISK,3
0,1,0,1,Salaried,4259,Yes,Rents,1,8,6,13,9,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,60,70,80,60,2,5,high,low,RISK,3
1,1,2,1,Salaried,1919,No,Owns,25,33,56,18,11,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,20,10,15,10,10,3,20,high,low,RISK,3
1,3,2,1,Hourly,3337,No,Rents,18,47,55,5,11,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,6450,1500,4000,2000,2000,3,20,high,low,RISK,3
1,1,1,3,Bonus,381,No,Owns,20,38,64,2,11,DEDUCTIBLE,IN-NETWORK,COST IN $,200,1600,600,0,200,3,20,high,low,RISK,3
3,3,2,4,Bonus,4271,No,Rents,43,64,87,8,12,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,80,20,15,40,20,3,50,high,low,RISK,3
4,4,2,2,Bonus,2804,No,Owns,48,51,79,17,12,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,70,80,100,80,3,50,high,low,RISK,3
1,1,1,1,Hourly,874,No,Owns,17,17,35,20,10,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,100,10,50,30,50,2,10,high,low,RISK,3
1,1,0,0,Bonus,1139,No,Owns,6,6,5,5,9,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,1500,4000,6450,2000,4000,2,5,high,low,RISK,3
3,2,1,3,Salaried,1125,Yes,Rents,18,23,53,10,11,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,120,100,0,60,60,3,20,high,low,RISK,3
0,0,0,0,Bonus,2909,Yes,Rents,3,4,5,16,9,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,30,75,50,50,2,5,high,low,RISK,3
1,0,0,0,Bonus,3643,No,Rents,8,2,25,14,9,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,90,100,80,95,90,2,5,high,low,RISK,3
3,3,2,2,Hourly,2665,No,Rents,41,58,79,14,12,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,95,100,90,80,95,3,50,high,low,RISK,3
4,4,2,3,Salaried,792,No,Owns,50,55,84,18,12,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,15,10,20,10,3,50,high,low,RISK,3
0,0,0,2,Bonus,381,No,Owns,8,16,39,13,10,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,60,50,80,60,2,10,high,low,RISK,3
1,0,1,0,Salaried,1366,No,Owns,7,4,5,2,9,DEDUCTIBLE,IN-NETWORK,COST IN $,600,0,200,1600,600,2,5,high,low,RISK,3
0,0,1,1,Bonus,2810,Yes,Owns,8,10,10,10,9,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,60,0,100,120,100,2,5,high,low,RISK,3
0,1,0,0,Hourly,176,Yes,Rents,3,8,6,17,9,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,100,70,50,80,70,2,5,high,low,RISK,3
3,3,2,2,Bonus,2404,Yes,Owns,27,31,59,8,11,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,80,20,15,40,20,3,20,high,low,RISK,3
1,1,0,0,Salaried,792,No,Owns,12,12,35,2,10,DEDUCTIBLE,IN-NETWORK,COST IN $,600,0,200,1600,600,2,10,high,low,RISK,3
0,0,1,1,Hourly,2879,Yes,Rents,16,14,30,11,10,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,100,10,200,0,100,2,10,high,low,RISK,3
1,1,2,0,Hourly,4144,No,Owns,9,13,26,2,10,DEDUCTIBLE,IN-NETWORK,COST IN $,1600,200,600,0,600,2,10,high,low,RISK,3
0,0,0,0,Bonus,1972,Yes,Owns,9,4,5,5,9,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,2000,6450,4000,1500,4000,2,5,high,low,RISK,3
3,3,4,3,Salaried,1622,Yes,Rents,42,55,84,13,12,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,80,70,60,70,3,50,high,low,RISK,3
1,0,2,0,Hourly,3681,Yes,Owns,6,13,27,8,10,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,15,80,20,40,40,2,10,high,low,RISK,3
2,3,4,2,Salaried,1919,No,Owns,48,61,80,4,12,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1500,6450,1000,4000,1500,3,50,high,low,RISK,3
3,3,2,2,Hourly,2384,No,Rents,37,67,81,10,12,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,100,0,120,60,60,3,50,high,low,RISK,3
0,0,0,2,Bonus,381,No,Owns,8,16,39,11,10,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,0,100,10,200,100,2,10,high,low,RISK,3
1,1,2,1,Salaried,1622,Yes,Rents,8,12,35,13,10,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,50,80,60,60,2,10,high,low,RISK,3
0,2,0,1,Hourly,176,Yes,Rents,9,18,32,15,10,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,80,70,70,50,70,2,10,high,low,RISK,3
0,0,0,0,Hourly,2384,No,Rents,1,7,6,10,9,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,100,60,120,0,100,2,5,high,low,RISK,3
0,1,0,0,Bonus,4199,No,Owns,7,7,6,20,9,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,100,50,10,30,50,2,5,high,low,RISK,3
0,1,0,0,Bonus,2804,No,Owns,4,0,4,2,9,DEDUCTIBLE,IN-NETWORK,COST IN $,200,1600,600,0,600,2,5,high,low,RISK,3
0,1,0,0,Bonus,2294,Yes,Owns,4,9,4,17,9,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,80,70,50,100,70,2,5,high,low,RISK,3
1,1,0,0,Bonus,3643,No,Rents,16,13,50,13,10,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,60,50,80,60,2,10,high,low,RISK,3
0,0,1,0,Salaried,4592,Yes,Rents,9,7,9,5,9,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,1500,4000,2000,6450,4000,2,5,high,low,RISK,3
4,4,4,4,Bonus,1962,No,Rents,35,68,84,17,12,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,100,50,80,80,3,50,high,low,RISK,3
1,2,1,1,Hourly,4470,Yes,Owns,16,35,73,12,11,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,200,40,0,25,25,3,20,high,low,RISK,3
2,2,3,2,Salaried,1622,Yes,Rents,21,24,60,20,11,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,100,30,50,10,30,3,20,high,low,RISK,3
2,3,1,3,Salaried,4259,Yes,Rents,17,43,57,17,11,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,100,50,80,70,80,3,20,high,low,RISK,3
4,4,4,2,Hourly,4144,No,Owns,44,56,75,12,12,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,0,200,40,25,25,3,50,high,low,RISK,3
1,0,0,0,Hourly,4826,No,Owns,4,5,23,2,9,DEDUCTIBLE,IN-NETWORK,COST IN $,600,200,1600,0,600,2,5,high,low,RISK,3
0,1,2,0,Salaried,4592,Yes,Rents,16,17,35,11,10,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,10,200,100,0,100,2,10,high,low,RISK,3
1,1,1,0,Bonus,3149,No,Owns,1,3,4,17,9,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,100,70,50,80,70,2,5,high,low,RISK,3
3,2,1,1,Bonus,1139,No,Owns,29,38,56,11,11,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,200,0,100,10,10,3,20,high,low,RISK,3
3,2,2,3,Salaried,4138,No,Owns,37,25,52,2,11,DEDUCTIBLE,IN-NETWORK,COST IN $,600,1600,200,0,200,3,20,high,low,RISK,3
0,0,0,0,Salaried,1214,No,Owns,1,7,6,15,9,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,70,80,50,70,2,5,high,low,RISK,3
4,4,4,4,Salaried,3664,No,Owns,39,65,88,11,12,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,10,200,100,0,10,3,50,high,low,RISK,3
1,1,1,1,Salaried,2175,No,Owns,16,20,34,2,10,DEDUCTIBLE,IN-NETWORK,COST IN $,200,0,600,1600,600,2,10,high,low,RISK,3
0,0,0,1,Hourly,3289,No,Rents,15,12,39,4,10,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1000,1500,4000,6450,4000,2,10,high,low,RISK,3
2,0,1,0,Bonus,4695,No,Owns,5,16,31,8,10,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,80,40,15,20,40,2,10,high,low,RISK,3
1,0,1,0,Bonus,2951,No,Owns,11,11,30,4,10,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1500,1000,6450,4000,4000,2,10,high,low,RISK,3
2,3,1,3,Salaried,4259,Yes,Rents,17,43,57,13,11,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,70,60,80,70,3,20,high,low,RISK,3
1,2,1,2,Hourly,1019,Yes,Owns,15,20,28,13,10,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,60,70,50,80,60,2,10,high,low,RISK,3
3,1,3,1,Bonus,2951,No,Owns,26,20,55,18,11,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,15,10,20,10,3,20,high,low,RISK,3
3,3,4,3,Bonus,3179,No,Rents,42,56,75,8,12,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,20,40,15,80,20,3,50,high,low,RISK,3
2,0,1,0,Hourly,2250,No,Owns,11,17,35,1,10,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1600,200,600,0,600,2,10,high,low,RISK,3
0,1,1,0,Salaried,3954,No,Owns,1,1,2,20,9,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,50,10,100,30,50,2,5,high,low,RISK,3
4,3,4,3,Bonus,458,No,Rents,46,70,81,4,12,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1000,1500,6450,4000,1500,3,50,high,low,RISK,3
1,0,2,1,Hourly,3561,Yes,Owns,12,13,26,10,10,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,120,100,60,0,100,2,10,high,low,RISK,3
2,2,2,3,Hourly,3289,No,Rents,59,54,88,12,12,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,0,200,25,40,25,3,50,high,low,RISK,3
2,2,1,2,Hourly,2954,Yes,Owns,39,40,57,1,11,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1600,200,0,600,200,3,20,high,low,RISK,3
1,1,2,2,Bonus,1962,No,Rents,5,17,35,15,10,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,70,80,50,70,2,10,high,low,RISK,3
2,3,1,1,Hourly,2246,No,Owns,38,31,59,12,11,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,0,40,200,25,25,3,20,high,low,RISK,3
1,1,3,3,Salaried,1235,Yes,Rents,32,31,59,5,11,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,6450,1500,2000,4000,2000,3,20,high,low,RISK,3
1,0,0,0,Hourly,2384,No,Rents,6,17,32,2,10,DEDUCTIBLE,IN-NETWORK,COST IN $,200,600,1600,0,600,2,10,high,low,RISK,3
4,4,3,3,Hourly,1178,No,Owns,35,54,88,15,12,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,50,70,80,70,3,50,high,low,RISK,3
0,1,0,1,Bonus,4623,Yes,Owns,2,9,1,11,9,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,0,100,10,200,100,2,5,high,low,RISK,3
4,2,4,2,Salaried,1855,No,Rents,63,74,85,2,12,DEDUCTIBLE,IN-NETWORK,COST IN $,600,0,200,1600,200,3,50,high,low,RISK,3
4,3,4,4,Bonus,3757,No,Rents,38,56,75,18,12,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,15,20,10,10,10,3,50,high,low,RISK,3
1,0,1,0,Hourly,152,Yes,Owns,8,6,13,17,9,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,100,50,80,70,2,5,high,low,RISK,3
2,0,1,2,Bonus,144,Yes,Owns,10,19,30,12,10,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,0,25,40,200,40,2,10,high,low,RISK,3
1,1,1,0,Salaried,83,Yes,Owns,2,10,2,20,9,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,50,10,100,30,50,2,5,high,low,RISK,3
3,2,1,1,Bonus,1139,No,Owns,29,38,56,18,11,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,20,10,10,15,10,3,20,high,low,RISK,3
3,3,2,3,Salaried,4742,No,Rents,35,65,80,18,12,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,20,10,15,10,3,50,high,low,RISK,3
0,1,0,2,Salaried,2062,No,Rents,7,19,30,13,10,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,60,80,50,60,2,10,high,low,RISK,3
4,4,4,4,Bonus,1962,No,Rents,35,68,84,20,12,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,100,30,50,10,30,3,50,high,low,RISK,3
1,2,0,1,Bonus,4199,No,Owns,14,17,32,16,10,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,75,30,0,50,50,2,10,high,low,RISK,3
1,0,2,0,Bonus,1856,Yes,Rents,14,11,30,15,10,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,70,50,80,70,2,10,high,low,RISK,3
3,2,4,3,Hourly,2299,Yes,Owns,54,64,80,4,12,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,4000,6450,1500,1000,1500,3,50,high,low,RISK,3
0,1,0,1,Salaried,4259,Yes,Rents,1,8,6,12,9,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,40,200,25,0,40,2,5,high,low,RISK,3
2,4,4,3,Hourly,170,No,Rents,61,60,83,1,12,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1600,600,0,200,200,3,50,high,low,RISK,3
1,2,1,1,Bonus,2639,No,Rents,16,31,54,14,11,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,100,95,80,90,95,3,20,high,low,RISK,3
4,3,4,2,Hourly,152,Yes,Owns,58,65,88,4,12,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,4000,1000,6450,1500,1500,3,50,high,low,RISK,3
3,1,2,3,Bonus,2742,No,Owns,39,50,53,1,11,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1600,600,0,200,200,3,20,high,low,RISK,3
1,0,1,1,Salaried,4038,Yes,Rents,5,5,12,4,9,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,1500,1000,4000,4000,2,5,high,low,RISK,3
3,4,4,4,Bonus,2810,Yes,Owns,58,74,85,18,12,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,10,20,15,10,3,50,high,low,RISK,3
4,3,3,4,Hourly,874,No,Owns,63,68,84,1,12,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1600,600,200,200,3,50,high,low,RISK,3
0,0,0,1,Salaried,2062,No,Rents,2,9,4,5,9,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,1500,2000,4000,6450,4000,2,5,high,low,RISK,3
1,2,0,1,Bonus,4199,No,Owns,14,17,32,4,10,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1500,4000,6450,1000,4000,2,10,high,low,RISK,3
3,3,3,4,Salaried,1210,No,Rents,62,54,88,12,12,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,200,0,40,25,25,3,50,high,low,RISK,3
1,0,2,0,Bonus,1856,Yes,Rents,14,11,30,1,10,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1600,200,0,600,600,2,10,high,low,RISK,3
3,3,4,3,Hourly,2547,Yes,Owns,55,64,87,17,12,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,100,50,70,80,80,3,50,high,low,RISK,3
1,3,1,2,Bonus,2294,Yes,Owns,25,47,55,13,11,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,60,80,70,50,70,3,20,high,low,RISK,3
0,1,0,0,Bonus,2639,No,Rents,0,4,3,2,9,DEDUCTIBLE,IN-NETWORK,COST IN $,0,200,1600,600,600,2,5,high,low,RISK,3
3,3,2,3,Salaried,3664,No,Owns,18,38,64,10,11,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,120,60,100,0,60,3,20,high,low,RISK,3
2,2,2,2,Bonus,3757,No,Rents,18,26,51,11,11,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,200,100,0,10,10,3,20,high,low,RISK,3
2,4,2,3,Hourly,3429,No,Rents,58,70,81,4,12,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1000,4000,6450,1500,1500,3,50,high,low,RISK,3
0,1,0,0,Bonus,2639,No,Rents,0,4,3,16,9,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,50,75,30,0,50,2,5,high,low,RISK,3
4,3,4,2,Hourly,152,Yes,Owns,58,65,88,20,12,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,10,100,30,50,30,3,50,high,low,RISK,3
2,3,3,3,Bonus,1972,Yes,Owns,62,60,80,2,12,DEDUCTIBLE,IN-NETWORK,COST IN $,1600,0,600,200,200,3,50,high,low,RISK,3
1,1,0,0,Hourly,1178,No,Owns,0,1,13,20,9,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,30,10,100,50,50,2,5,high,low,RISK,3
0,0,0,1,Salaried,1210,No,Rents,9,1,13,12,9,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,25,200,0,40,40,2,5,high,low,RISK,3
3,4,2,3,Hourly,4519,Yes,Owns,48,75,77,17,12,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,80,100,50,70,80,3,50,high,low,RISK,3
1,0,0,0,Bonus,3757,No,Rents,1,2,0,13,9,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,80,70,60,50,60,2,5,high,low,RISK,3
1,2,0,1,Bonus,4199,No,Owns,14,17,32,20,10,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,50,30,100,10,50,2,10,high,low,RISK,3
2,3,1,3,Salaried,3601,No,Owns,17,31,54,1,11,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,600,200,1600,0,200,3,20,high,low,RISK,3
3,1,3,1,Salaried,1366,No,Owns,32,33,56,20,11,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,30,50,10,100,30,3,20,high,low,RISK,3
0,0,0,0,Hourly,2384,No,Rents,1,7,6,15,9,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,80,70,50,70,2,5,high,low,RISK,3
4,2,4,3,Bonus,2951,No,Owns,48,51,79,4,12,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,4000,6450,1000,1500,1500,3,50,high,low,RISK,3
2,2,1,1,Bonus,3643,No,Rents,35,26,75,11,11,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,0,100,10,200,10,3,20,high,low,RISK,3
1,1,1,2,Bonus,4271,No,Rents,22,36,62,17,11,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,80,50,70,100,80,3,20,high,low,RISK,3
1,1,2,2,Bonus,3409,Yes,Rents,30,29,55,8,11,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,40,20,80,15,20,3,20,high,low,RISK,3
1,2,0,2,Salaried,3601,No,Owns,6,14,29,15,10,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,80,50,70,70,70,2,10,high,low,RISK,3
0,0,1,0,Hourly,2563,Yes,Rents,8,2,25,14,9,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,95,90,100,80,90,2,5,high,low,RISK,3
2,2,3,2,Bonus,1006,No,Owns,50,63,98,8,12,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,80,40,20,15,20,3,50,high,low,RISK,3
2,3,4,2,Salaried,1919,No,Owns,48,61,80,13,12,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,60,50,70,80,70,3,50,high,low,RISK,3
1,1,0,0,Bonus,2404,Yes,Owns,5,4,8,16,9,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,30,0,75,50,50,2,5,high,low,RISK,3
1,2,0,1,Bonus,4199,No,Owns,14,17,32,5,10,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,1500,4000,6450,2000,4000,2,10,high,low,RISK,3
1,2,1,1,Hourly,4470,Yes,Owns,16,35,73,14,11,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,80,95,90,100,95,3,20,high,low,RISK,3
1,1,0,1,Salaried,3664,No,Owns,1,6,13,11,9,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,0,200,100,10,100,2,5,high,low,RISK,3
3,4,3,4,Hourly,1596,Yes,Owns,50,55,76,2,12,DEDUCTIBLE,IN-NETWORK,COST IN $,600,200,1600,0,200,3,50,high,low,RISK,3
1,0,2,2,Salaried,1235,Yes,Rents,14,14,34,20,10,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,100,30,50,10,50,2,10,high,low,RISK,3
1,0,1,0,Hourly,3252,Yes,Owns,4,1,9,8,9,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,15,80,20,40,40,2,5,high,low,RISK,3
4,3,3,4,Salaried,1125,Yes,Rents,38,53,77,5,12,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,2000,6450,1500,4000,2000,3,50,high,low,RISK,3
1,3,1,2,Hourly,3429,No,Rents,34,43,57,18,11,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,10,20,15,10,3,20,high,low,RISK,3
2,3,1,1,Hourly,2246,No,Owns,38,31,59,2,11,DEDUCTIBLE,IN-NETWORK,COST IN $,1600,200,0,600,200,3,20,high,low,RISK,3
0,0,1,1,Bonus,1248,Yes,Rents,7,20,35,2,10,DEDUCTIBLE,IN-NETWORK,COST IN $,200,600,0,1600,600,2,10,high,low,RISK,3
1,1,0,1,Bonus,861,No,Owns,15,13,50,2,10,DEDUCTIBLE,IN-NETWORK,COST IN $,600,1600,0,200,600,2,10,high,low,RISK,3
0,0,0,1,Bonus,381,No,Owns,2,6,13,15,9,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,50,80,70,70,2,5,high,low,RISK,3
4,4,3,2,Hourly,2246,No,Owns,62,60,83,18,12,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,15,20,10,10,3,50,high,low,RISK,3
0,0,0,1,Bonus,1972,Yes,Owns,17,14,30,16,10,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,75,50,0,30,50,2,10,high,low,RISK,3
1,1,2,0,Hourly,4144,No,Owns,9,13,26,17,10,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,70,80,100,70,2,10,high,low,RISK,3
