Case,Actual Outcome,Actual Outcome of 5 Most Similar Cases,Similarity#1,Similarity#2,Similarity#3,Similarity#4,Similarity#5,Top 5 Most Similar Case Index,Similarity Score,Diff_Attributes: Most Similar Variation 1,Diff_Attributes: Most Similar Variation 2,Diff_Attributes: Most Similar Variation 3,Diff_Attributes: Most Similar Variation 4,Diff_Attributes: Most Similar Variation 5
[268],10,[ 8 10  8 10  8],Case: 267 / Pred: 8,Case: 256 / Pred: 10,Case: 179 / Pred: 8,Case: 184 / Pred: 10,Case: 187 / Pred: 8,"[267, 256, 179, 184, 187]","[0.4683974516975649, 0.4683701212016436, 0.4665664477520139, 0.4656245898524037, 0.46502908939134124]","Mission: 2.0/7.0, Denial: 2.0/8.0 - Counterfactual",Risktol: 3.0/8.0 - Non-Counterfactual,"Prompt: 18.0/13.0, Mission: 2.0/7.0, Denial: 2.0/8.0, Risktol: 7.0/8.0 - Counterfactual","Prompt: 18.0/13.0, Mission: 8.0/7.0, Denial: 2.0/8.0, Risktol: 6.0/8.0 - Non-Counterfactual","Prompt: 18.0/13.0, Mission: 2.0/7.0, Denial: 2.0/8.0, Timeurg: 7.0/8.0 - Counterfactual"
[269],10,[ 8  8 10 10  0],Case: 183 / Pred: 8,Case: 191 / Pred: 8,Case: 180 / Pred: 10,Case: 181 / Pred: 10,Case: 182 / Pred: 0,"[183, 191, 180, 181, 182]","[0.46996280873984714, 0.4667980684581058, 0.46633708429830734, 0.46633708429830734, 0.46633708429830734]","Prompt: 18.0/13.0, Mission: 2.0/4.0 - Counterfactual","Prompt: 18.0/13.0, Denial: 2.0/3.0, Timeurg: 2.0/3.0 - Counterfactual","Prompt: 18.0/13.0, Mission: 2.0/4.0, Risktol: 7.0/6.0, Timeurg: 4.0/3.0 - Non-Counterfactual","Prompt: 18.0/13.0, Mission: 2.0/4.0, Risktol: 7.0/6.0, Timeurg: 4.0/3.0 - Non-Counterfactual","Prompt: 18.0/13.0, Mission: 2.0/4.0, Risktol: 7.0/6.0, Timeurg: 2.0/3.0 - Counterfactual"
[270],10,[10 10  8  0  8],Case: 257 / Pred: 10,Case: 264 / Pred: 10,Case: 271 / Pred: 8,Case: 190 / Pred: 0,Case: 191 / Pred: 8,"[257, 264, 271, 190, 191]","[0.46876049692328564, 0.46876049692328564, 0.46816898528275724, 0.4679805182872778, 0.4679805182872778]","Mission: 2.0/0.0, Risktol: 2.0/4.0 - Non-Counterfactual","Mission: 2.0/0.0, Risktol: 2.0/4.0 - Non-Counterfactual","Mission: 4.0/0.0, Timeurg: 4.0/2.0 - Counterfactual","Prompt: 18.0/13.0, Mission: 4.0/0.0, Risktol: 2.0/4.0 - Counterfactual","Prompt: 18.0/13.0, Mission: 4.0/0.0, Risktol: 6.0/4.0 - Counterfactual"
[271],8,[10 10  8  0  8],Case: 265 / Pred: 10,Case: 270 / Pred: 10,Case: 263 / Pred: 8,Case: 190 / Pred: 0,Case: 191 / Pred: 8,"[265, 270, 263, 190, 191]","[0.46876049692328564, 0.46816898528275724, 0.4673487863975569, 0.46716235661192934, 0.46716235661192934]","Mission: 2.0/4.0, Risktol: 2.0/4.0 - Counterfactual","Mission: 0.0/4.0, Timeurg: 2.0/4.0 - Counterfactual","Mission: 7.0/4.0, Denial: 7.0/2.0, Risktol: 3.0/4.0 - Non-Counterfactual","Prompt: 18.0/13.0, Risktol: 2.0/4.0, Timeurg: 2.0/4.0 - Counterfactual","Prompt: 18.0/13.0, Risktol: 6.0/4.0, Timeurg: 2.0/4.0 - Non-Counterfactual"
[272],10,[10 10 10 10 10],Case: 284 / Pred: 10,Case: 81 / Pred: 10,Case: 85 / Pred: 10,Case: 109 / Pred: 10,Case: 93 / Pred: 10,"[284, 81, 85, 109, 93]","[0.46711980708505946, 0.4670057282250874, 0.4670057282250874, 0.46600208144271416, 0.46583514758575756]","Mission: 4.0/8.0, Risktol: 7.0/8.0, Timeurg: 6.0/3.0 - Non-Counterfactual","Prompt: 6.0/8.0, Mission: 7.0/8.0, Denial: 7.0/2.0, Risktol: 7.0/8.0 - Non-Counterfactual","Prompt: 6.0/8.0, Mission: 7.0/8.0, Denial: 7.0/2.0, Risktol: 7.0/8.0 - Non-Counterfactual","Prompt: 7.0/8.0, Mission: 4.0/8.0, Risktol: 6.0/8.0, Timeurg: 6.0/3.0 - Non-Counterfactual","Prompt: 6.0/8.0, Mission: 4.0/8.0, Risktol: 6.0/8.0, Timeurg: 6.0/3.0 - Non-Counterfactual"
[273],10,[10 10 10 10 10],Case: 86 / Pred: 10,Case: 82 / Pred: 10,Case: 285 / Pred: 10,Case: 94 / Pred: 10,Case: 90 / Pred: 10,"[86, 82, 285, 94, 90]","[0.4698127473160195, 0.4680278116546252, 0.4675800195640902, 0.4672371311693131, 0.4670011167679209]","Prompt: 6.0/8.0, Denial: 7.0/8.0 - Non-Counterfactual","Prompt: 6.0/8.0, Risktol: 8.0/3.0 - Non-Counterfactual","Denial: 2.0/8.0, Timeurg: 7.0/3.0 - Non-Counterfactual","Prompt: 6.0/8.0, Denial: 2.0/8.0, Timeurg: 7.0/3.0 - Non-Counterfactual","Prompt: 6.0/8.0, Denial: 2.0/8.0, Risktol: 6.0/3.0 - Non-Counterfactual"
[274],10,[10 10  9 10 10],Case: 98 / Pred: 10,Case: 102 / Pred: 10,Case: 83 / Pred: 9,Case: 286 / Pred: 10,Case: 110 / Pred: 10,"[98, 102, 83, 286, 110]","[0.47056423239389444, 0.4669431779153172, 0.46626349819189034, 0.4658140100506602, 0.46563688555563226]","Prompt: 7.0/8.0, Mission: 8.0/2.0 - Non-Counterfactual","Prompt: 7.0/8.0, Mission: 3.0/2.0, Risktol: 3.0/2.0, Timeurg: 3.0/8.0 - Non-Counterfactual","Prompt: 6.0/8.0, Mission: 3.0/2.0, Risktol: 7.0/2.0 - Counterfactual","Mission: 4.0/2.0, Denial: 2.0/8.0, Timeurg: 4.0/8.0 - Non-Counterfactual","Prompt: 7.0/8.0, Mission: 4.0/2.0, Denial: 2.0/8.0, Timeurg: 4.0/8.0 - Non-Counterfactual"
[275],10,[10 10 10 10 10],Case: 279 / Pred: 10,Case: 99 / Pred: 10,Case: 103 / Pred: 10,Case: 287 / Pred: 10,Case: 111 / Pred: 10,"[279, 99, 103, 287, 111]","[0.47144753441348874, 0.46997826835219036, 0.4689331382124962, 0.46660710206592865, 0.46643027874360427]",Risktol: 7.0/8.0 - Non-Counterfactual,"Prompt: 7.0/8.0, Denial: 3.0/2.0 - Non-Counterfactual","Prompt: 7.0/8.0, Denial: 3.0/2.0, Risktol: 7.0/8.0 - Non-Counterfactual","Mission: 4.0/2.0, Risktol: 3.0/8.0 - Non-Counterfactual","Prompt: 7.0/8.0, Mission: 4.0/2.0, Risktol: 3.0/8.0 - Non-Counterfactual"
[276],10,[10 10 10 10 10],Case: 101 / Pred: 10,Case: 81 / Pred: 10,Case: 85 / Pred: 10,Case: 284 / Pred: 10,Case: 89 / Pred: 10,"[101, 81, 85, 284, 89]","[0.46975057077904375, 0.4678265285642334, 0.4678265285642334, 0.4658140100506602, 0.46523290976284865]","Prompt: 7.0/8.0, Timeurg: 7.0/2.0 - Non-Counterfactual","Prompt: 6.0/8.0, Mission: 7.0/3.0, Timeurg: 3.0/2.0 - Non-Counterfactual","Prompt: 6.0/8.0, Mission: 7.0/3.0, Timeurg: 3.0/2.0 - Non-Counterfactual","Mission: 4.0/3.0, Denial: 2.0/7.0, Timeurg: 6.0/2.0 - Non-Counterfactual","Prompt: 6.0/8.0, Mission: 7.0/3.0, Denial: 2.0/7.0, Risktol: 4.0/7.0 - Non-Counterfactual"
[277],10,[10 10 10 10 10],Case: 285 / Pred: 10,Case: 94 / Pred: 10,Case: 273 / Pred: 10,Case: 281 / Pred: 10,Case: 86 / Pred: 10,"[285, 94, 273, 281, 86]","[0.4707395028866631, 0.4703989175431398, 0.4658140100506602, 0.4658140100506602, 0.46546982072659826]",Mission: 8.0/7.0 - Non-Counterfactual,"Prompt: 6.0/8.0, Mission: 8.0/7.0 - Non-Counterfactual","Mission: 8.0/7.0, Denial: 8.0/2.0, Timeurg: 3.0/7.0 - Non-Counterfactual","Mission: 2.0/7.0, Denial: 3.0/2.0, Timeurg: 6.0/7.0 - Non-Counterfactual","Prompt: 6.0/8.0, Mission: 8.0/7.0, Denial: 7.0/2.0, Timeurg: 3.0/7.0 - Non-Counterfactual"
[278],10,[10 10  9 10 10],Case: 87 / Pred: 10,Case: 91 / Pred: 10,Case: 83 / Pred: 9,Case: 282 / Pred: 10,Case: 102 / Pred: 10,"[87, 91, 83, 282, 102]","[0.4680551621385535, 0.46677658062391914, 0.46546982072659826, 0.4647595156099261, 0.46467817922726956]","Prompt: 6.0/8.0, Mission: 8.0/2.0, Denial: 3.0/2.0 - Non-Counterfactual","Prompt: 6.0/8.0, Mission: 6.0/2.0, Risktol: 8.0/7.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Prompt: 6.0/8.0, Mission: 3.0/2.0, Denial: 8.0/2.0, Timeurg: 8.0/3.0 - Counterfactual","Mission: 8.0/2.0, Denial: 8.0/2.0, Risktol: 8.0/7.0, Timeurg: 7.0/3.0 - Non-Counterfactual","Prompt: 7.0/8.0, Mission: 3.0/2.0, Denial: 8.0/2.0, Risktol: 3.0/7.0 - Non-Counterfactual"
[279],10,[10 10 10 10 10],Case: 275 / Pred: 10,Case: 103 / Pred: 10,Case: 99 / Pred: 10,Case: 287 / Pred: 10,Case: 111 / Pred: 10,"[275, 103, 99, 287, 111]","[0.47144753441348874, 0.46997826835219036, 0.4689331382124962, 0.4672154747444781, 0.4670388817552351]",Risktol: 8.0/7.0 - Non-Counterfactual,"Prompt: 7.0/8.0, Denial: 3.0/2.0 - Non-Counterfactual","Prompt: 7.0/8.0, Denial: 3.0/2.0, Risktol: 8.0/7.0 - Non-Counterfactual","Mission: 4.0/2.0, Risktol: 3.0/7.0 - Non-Counterfactual","Prompt: 7.0/8.0, Mission: 4.0/2.0, Risktol: 3.0/7.0 - Non-Counterfactual"
[280],10,[10 10 10 10 10],Case: 97 / Pred: 10,Case: 89 / Pred: 10,Case: 105 / Pred: 10,Case: 276 / Pred: 10,Case: 272 / Pred: 10,"[97, 89, 105, 276, 272]","[0.4674035643060795, 0.4670057282250874, 0.46563688555563226, 0.46485566901942593, 0.46341944587591083]","Prompt: 7.0/8.0, Denial: 8.0/3.0, Timeurg: 7.0/2.0 - Non-Counterfactual","Prompt: 6.0/8.0, Mission: 7.0/8.0, Denial: 2.0/3.0, Risktol: 4.0/3.0 - Non-Counterfactual","Prompt: 7.0/8.0, Mission: 7.0/8.0, Denial: 2.0/3.0, Timeurg: 4.0/2.0 - Non-Counterfactual","Mission: 3.0/8.0, Denial: 7.0/3.0, Risktol: 7.0/3.0 - Non-Counterfactual","Denial: 2.0/3.0, Risktol: 8.0/3.0, Timeurg: 3.0/2.0 - Non-Counterfactual"
[281],10,[10 10 10 10 10],Case: 273 / Pred: 10,Case: 277 / Pred: 10,Case: 285 / Pred: 10,Case: 86 / Pred: 10,Case: 94 / Pred: 10,"[273, 277, 285, 86, 94]","[0.4658140100506602, 0.4658140100506602, 0.4658140100506602, 0.46546982072659826, 0.46546982072659826]","Mission: 8.0/2.0, Denial: 8.0/3.0, Timeurg: 3.0/6.0 - Non-Counterfactual","Mission: 7.0/2.0, Denial: 2.0/3.0, Timeurg: 7.0/6.0 - Non-Counterfactual","Mission: 8.0/2.0, Denial: 2.0/3.0, Timeurg: 7.0/6.0 - Non-Counterfactual","Prompt: 6.0/8.0, Mission: 8.0/2.0, Denial: 7.0/3.0, Timeurg: 3.0/6.0 - Non-Counterfactual","Prompt: 6.0/8.0, Mission: 8.0/2.0, Denial: 2.0/3.0, Timeurg: 7.0/6.0 - Non-Counterfactual"
[282],10,[10  9 10 10 10],Case: 106 / Pred: 10,Case: 83 / Pred: 9,Case: 87 / Pred: 10,Case: 91 / Pred: 10,Case: 98 / Pred: 10,"[106, 83, 87, 91, 98]","[0.46799275209255004, 0.46677658062391914, 0.4661858557848216, 0.46546982072659826, 0.46510997392236647]","Prompt: 7.0/8.0, Mission: 7.0/8.0, Timeurg: 6.0/7.0 - Non-Counterfactual","Prompt: 6.0/8.0, Mission: 3.0/8.0, Risktol: 7.0/8.0, Timeurg: 8.0/7.0 - Counterfactual","Prompt: 6.0/8.0, Denial: 3.0/8.0, Risktol: 7.0/8.0, Timeurg: 3.0/7.0 - Non-Counterfactual","Prompt: 6.0/8.0, Mission: 6.0/8.0, Denial: 2.0/8.0, Timeurg: 2.0/7.0 - Non-Counterfactual","Prompt: 7.0/8.0, Risktol: 2.0/8.0, Timeurg: 8.0/7.0 - Non-Counterfactual"
[283],10,[10 10 10 10 10],Case: 107 / Pred: 10,Case: 103 / Pred: 10,Case: 99 / Pred: 10,Case: 287 / Pred: 10,Case: 111 / Pred: 10,"[107, 103, 99, 287, 111]","[0.46975057077904375, 0.4656093930191042, 0.46510997392236647, 0.4647595156099261, 0.46458198908313864]","Prompt: 7.0/8.0, Timeurg: 4.0/7.0 - Non-Counterfactual","Prompt: 7.0/8.0, Risktol: 7.0/2.0, Timeurg: 2.0/7.0 - Non-Counterfactual","Prompt: 7.0/8.0, Risktol: 8.0/2.0, Timeurg: 2.0/7.0 - Non-Counterfactual","Mission: 4.0/2.0, Denial: 2.0/3.0, Risktol: 3.0/2.0, Timeurg: 2.0/7.0 - Non-Counterfactual","Prompt: 7.0/8.0, Mission: 4.0/2.0, Denial: 2.0/3.0, Risktol: 3.0/2.0, Timeurg: 2.0/7.0 - Non-Counterfactual"
[284],10,[10 10 10 10 10],Case: 109 / Pred: 10,Case: 93 / Pred: 10,Case: 272 / Pred: 10,Case: 276 / Pred: 10,Case: 101 / Pred: 10,"[109, 93, 272, 276, 101]","[0.4712725272440884, 0.4711074609389376, 0.46711980708505946, 0.4658140100506602, 0.46563688555563226]","Prompt: 7.0/8.0, Risktol: 6.0/7.0 - Non-Counterfactual","Prompt: 6.0/8.0, Risktol: 6.0/7.0 - Non-Counterfactual","Mission: 8.0/4.0, Risktol: 8.0/7.0, Timeurg: 3.0/6.0 - Non-Counterfactual","Mission: 3.0/4.0, Denial: 7.0/2.0, Timeurg: 2.0/6.0 - Non-Counterfactual","Prompt: 7.0/8.0, Mission: 3.0/4.0, Denial: 7.0/2.0, Timeurg: 7.0/6.0 - Non-Counterfactual"
[285],10,[10 10 10 10 10],Case: 94 / Pred: 10,Case: 277 / Pred: 10,Case: 273 / Pred: 10,Case: 86 / Pred: 10,Case: 90 / Pred: 10,"[94, 277, 273, 86, 90]","[0.4721477780968963, 0.4707395028866631, 0.4675800195640902, 0.4672371311693131, 0.466771966902897]",Prompt: 6.0/8.0 - Non-Counterfactual,Mission: 7.0/8.0 - Non-Counterfactual,"Denial: 8.0/2.0, Timeurg: 3.0/7.0 - Non-Counterfactual","Prompt: 6.0/8.0, Denial: 7.0/2.0, Timeurg: 3.0/7.0 - Non-Counterfactual","Prompt: 6.0/8.0, Risktol: 6.0/3.0, Timeurg: 3.0/7.0 - Non-Counterfactual"
[286],10,[10 10 10 10 10],Case: 110 / Pred: 10,Case: 95 / Pred: 10,Case: 274 / Pred: 10,Case: 98 / Pred: 10,Case: 102 / Pred: 10,"[110, 95, 274, 98, 102]","[0.4723124808265535, 0.4721477780968963, 0.4658140100506602, 0.46563688555563226, 0.46458198908313864]",Prompt: 7.0/8.0 - Non-Counterfactual,Prompt: 6.0/8.0 - Non-Counterfactual,"Mission: 2.0/4.0, Denial: 8.0/2.0, Timeurg: 8.0/4.0 - Non-Counterfactual","Prompt: 7.0/8.0, Mission: 8.0/4.0, Denial: 8.0/2.0, Timeurg: 8.0/4.0 - Non-Counterfactual","Prompt: 7.0/8.0, Mission: 3.0/4.0, Denial: 8.0/2.0, Risktol: 3.0/2.0, Timeurg: 3.0/4.0 - Non-Counterfactual"
[287],10,[10 10 10 10 10],Case: 111 / Pred: 10,Case: 279 / Pred: 10,Case: 275 / Pred: 10,Case: 283 / Pred: 10,Case: 103 / Pred: 10,"[111, 279, 275, 283, 103]","[0.4723124808265535, 0.4672154747444781, 0.46660710206592865, 0.4647595156099261, 0.46467817922726956]",Prompt: 7.0/8.0 - Non-Counterfactual,"Mission: 2.0/4.0, Risktol: 7.0/3.0 - Non-Counterfactual","Mission: 2.0/4.0, Risktol: 8.0/3.0 - Non-Counterfactual","Mission: 2.0/4.0, Denial: 3.0/2.0, Risktol: 2.0/3.0, Timeurg: 7.0/2.0 - Non-Counterfactual","Prompt: 7.0/8.0, Mission: 2.0/4.0, Denial: 3.0/2.0, Risktol: 7.0/3.0 - Non-Counterfactual"
[288],7,[7 7 7 7 7],Case: 546 / Pred: 7,Case: 352 / Pred: 7,Case: 436 / Pred: 7,Case: 494 / Pred: 7,Case: 434 / Pred: 7,"[546, 352, 436, 494, 434]","[0.47248710280182366, 0.46816898528275724, 0.46816898528275724, 0.46816898528275724, 0.4675800195640902]", - Non-Counterfactual,"Mission: 1.0/6.0, Timeurg: 0.0/3.0 - Non-Counterfactual","Mission: 5.0/6.0, Timeurg: 5.0/3.0 - Non-Counterfactual","Mission: 7.0/6.0, Timeurg: 0.0/3.0 - Non-Counterfactual","Denial: 10.0/7.0, Timeurg: 2.0/3.0 - Non-Counterfactual"
[289],7,[7 7 7 7 7],Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,Case: 299 / Pred: 7,"[291, 293, 295, 297, 299]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[290],7,[7 7 7 7 7],Case: 394 / Pred: 7,Case: 410 / Pred: 7,Case: 538 / Pred: 7,Case: 386 / Pred: 7,Case: 302 / Pred: 7,"[394, 410, 538, 386, 302]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47144753441348874, 0.4707395028866631]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual,Risktol: 5.0/6.0 - Non-Counterfactual,Mission: 8.0/6.0 - Non-Counterfactual
[291],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,Case: 299 / Pred: 7,"[289, 293, 295, 297, 299]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[292],7,[7 7 7 7 7],Case: 482 / Pred: 7,Case: 492 / Pred: 7,Case: 343 / Pred: 7,Case: 444 / Pred: 7,Case: 422 / Pred: 7,"[482, 492, 343, 444, 422]","[0.4707395028866631, 0.4707395028866631, 0.46910901812195815, 0.4688808984243883, 0.4683974516975649]",Mission: 7.0/4.0 - Non-Counterfactual,Mission: 5.0/4.0 - Non-Counterfactual,"Denial: 10.0/7.0, Risktol: 9.0/8.0 - Non-Counterfactual","Risktol: 9.0/8.0, Timeurg: 5.0/2.0 - Non-Counterfactual","Mission: 3.0/4.0, Denial: 3.0/7.0 - Non-Counterfactual"
[293],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,Case: 299 / Pred: 7,"[289, 291, 295, 297, 299]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[294],7,[7 7 7 7 7],Case: 484 / Pred: 7,Case: 335 / Pred: 7,Case: 420 / Pred: 7,Case: 346 / Pred: 7,Case: 386 / Pred: 7,"[484, 335, 420, 346, 386]","[0.4707395028866631, 0.46969606658825586, 0.4683974516975649, 0.46816898528275724, 0.46816898528275724]",Mission: 6.0/3.0 - Non-Counterfactual,"Mission: 6.0/3.0, Risktol: 6.0/5.0 - Non-Counterfactual","Mission: 4.0/3.0, Denial: 7.0/10.0 - Non-Counterfactual","Mission: 7.0/3.0, Timeurg: 0.0/5.0 - Non-Counterfactual","Mission: 6.0/3.0, Timeurg: 0.0/5.0 - Non-Counterfactual"
[295],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 297 / Pred: 7,Case: 299 / Pred: 7,"[289, 291, 293, 297, 299]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[296],7,[7 7 7 7 7],Case: 434 / Pred: 7,Case: 440 / Pred: 7,Case: 320 / Pred: 7,Case: 426 / Pred: 7,Case: 392 / Pred: 7,"[434, 440, 320, 426, 392]","[0.47144753441348874, 0.46897620683440483, 0.46876049692328564, 0.46876049692328564, 0.46816898528275724]",Risktol: 1.0/0.0 - Non-Counterfactual,Risktol: 4.0/0.0 - Non-Counterfactual,"Mission: 7.0/6.0, Risktol: 2.0/0.0 - Non-Counterfactual","Mission: 7.0/6.0, Risktol: 2.0/0.0 - Non-Counterfactual","Mission: 5.0/6.0, Timeurg: 6.0/2.0 - Non-Counterfactual"
[297],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 299 / Pred: 7,"[289, 291, 293, 295, 299]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[298],7,[7 7 7 7 7],Case: 416 / Pred: 7,Case: 462 / Pred: 7,Case: 300 / Pred: 7,Case: 339 / Pred: 7,Case: 364 / Pred: 7,"[416, 462, 300, 339, 364]","[0.4707395028866631, 0.4707395028866631, 0.47051544736793083, 0.46969606658825586, 0.46969606658825586]",Mission: 7.0/6.0 - Non-Counterfactual,Mission: 2.0/6.0 - Non-Counterfactual,Risktol: 4.0/2.0 - Non-Counterfactual,"Mission: 7.0/6.0, Risktol: 1.0/2.0 - Non-Counterfactual","Mission: 8.0/6.0, Risktol: 1.0/2.0 - Non-Counterfactual"
[299],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[300],7,[7 7 7 7 7],Case: 386 / Pred: 7,Case: 366 / Pred: 7,Case: 290 / Pred: 7,Case: 298 / Pred: 7,Case: 394 / Pred: 7,"[386, 366, 290, 298, 394]","[0.47144753441348874, 0.4707395028866631, 0.47051544736793083, 0.47051544736793083, 0.47051544736793083]",Risktol: 5.0/4.0 - Non-Counterfactual,Mission: 5.0/6.0 - Non-Counterfactual,Risktol: 6.0/4.0 - Non-Counterfactual,Risktol: 2.0/4.0 - Non-Counterfactual,Risktol: 6.0/4.0 - Non-Counterfactual
[301],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[302],7,[7 7 7 7 7],Case: 290 / Pred: 7,Case: 310 / Pred: 7,Case: 316 / Pred: 7,Case: 318 / Pred: 7,Case: 374 / Pred: 7,"[290, 310, 316, 318, 374]","[0.4707395028866631, 0.4707395028866631, 0.4707395028866631, 0.4707395028866631, 0.4707395028866631]",Mission: 6.0/8.0 - Non-Counterfactual,Mission: 5.0/8.0 - Non-Counterfactual,Mission: 5.0/8.0 - Non-Counterfactual,Mission: 7.0/8.0 - Non-Counterfactual,Mission: 5.0/8.0 - Non-Counterfactual
[303],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[304],7,[7 7 7 7 7],Case: 454 / Pred: 7,Case: 310 / Pred: 7,Case: 316 / Pred: 7,Case: 374 / Pred: 7,Case: 384 / Pred: 7,"[454, 310, 316, 374, 384]","[0.47144753441348874, 0.4699261447469857, 0.4699261447469857, 0.4699261447469857, 0.4699261447469857]",Risktol: 5.0/6.0 - Non-Counterfactual,Timeurg: 0.0/2.0 - Non-Counterfactual,Timeurg: 0.0/2.0 - Non-Counterfactual,Timeurg: 0.0/2.0 - Non-Counterfactual,Timeurg: 0.0/2.0 - Non-Counterfactual
[305],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[306],7,[7 7 7 7 7],Case: 300 / Pred: 7,Case: 406 / Pred: 7,Case: 466 / Pred: 7,Case: 314 / Pred: 7,Case: 329 / Pred: 7,"[300, 406, 466, 314, 329]","[0.47015375728888, 0.47015375728888, 0.47015375728888, 0.46969606658825586, 0.46910901812195815]",Denial: 10.0/7.0 - Non-Counterfactual,Denial: 8.0/7.0 - Non-Counterfactual,Denial: 2.0/7.0 - Non-Counterfactual,"Mission: 4.0/6.0, Risktol: 5.0/4.0 - Non-Counterfactual","Denial: 5.0/7.0, Risktol: 5.0/4.0 - Non-Counterfactual"
[307],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[308],7,[7 7 7 7 7],Case: 448 / Pred: 7,Case: 414 / Pred: 7,Case: 322 / Pred: 7,Case: 337 / Pred: 7,Case: 464 / Pred: 7,"[448, 414, 322, 337, 464]","[0.4707395028866631, 0.47051544736793083, 0.47015375728888, 0.47015375728888, 0.4699261447469857]",Mission: 5.0/6.0 - Non-Counterfactual,Risktol: 6.0/8.0 - Non-Counterfactual,Denial: 10.0/8.0 - Non-Counterfactual,Denial: 10.0/8.0 - Non-Counterfactual,Timeurg: 0.0/5.0 - Non-Counterfactual
[309],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
