Case,Actual Outcome,Actual Outcome of 5 Most Similar Cases,Similarity#1,Similarity#2,Similarity#3,Similarity#4,Similarity#5,Top 5 Most Similar Case Index,Similarity Score,Diff_Attributes: Most Similar Variation 1,Diff_Attributes: Most Similar Variation 2,Diff_Attributes: Most Similar Variation 3,Diff_Attributes: Most Similar Variation 4,Diff_Attributes: Most Similar Variation 5
199,4,[4 4 4 3 3],Case: 195 / Pred: 4,Case: 207 / Pred: 4,Case: 203 / Pred: 4,Case: 115 / Pred: 3,Case: 119 / Pred: 3,"[195, 207, 203, 115, 119]","[0.33969331362362665, 0.33969331362362665, 0.3387842984711883, 0.33055253413961677, 0.33055253413961677]","Mission: 2.0/3.0, Denial: 2.0/8.0, Risktol: 7.0/8.0 - Non-Counterfactual","Mission: 2.0/3.0, Denial: 2.0/8.0, Risktol: 2.0/8.0 - Non-Counterfactual","Mission: 2.0/3.0, Denial: 2.0/8.0, Risktol: 2.0/8.0, Timeurg: 3.0/2.0 - Non-Counterfactual","Prompt: 13.0/8.0, Mission: 2.0/3.0, Denial: 2.0/8.0 - Counterfactual","Prompt: 13.0/8.0, Mission: 2.0/3.0, Denial: 7.0/8.0 - Counterfactual"
200,8,[8 8 8 8 8],Case: 193 / Pred: 8,Case: 194 / Pred: 8,Case: 196 / Pred: 8,Case: 204 / Pred: 8,Case: 192 / Pred: 8,"[193, 194, 196, 204, 192]","[0.33969331362362665, 0.33969331362362665, 0.3396799854367662, 0.3396799854367662, 0.3387842984711883]","Mission: 6.0/8.0, Denial: 2.0/3.0, Risktol: 7.0/2.0 - Non-Counterfactual","Mission: 2.0/8.0, Denial: 2.0/3.0, Risktol: 8.0/2.0 - Non-Counterfactual","Denial: 7.0/3.0, Timeurg: 8.0/2.0 - Non-Counterfactual","Denial: 8.0/3.0, Timeurg: 8.0/2.0 - Non-Counterfactual","Mission: 6.0/8.0, Denial: 8.0/3.0, Risktol: 4.0/2.0, Timeurg: 8.0/2.0 - Non-Counterfactual"
201,8,[8 8 8 8 8],Case: 194 / Pred: 8,Case: 192 / Pred: 8,Case: 196 / Pred: 8,Case: 204 / Pred: 8,Case: 193 / Pred: 8,"[194, 192, 196, 204, 193]","[0.3399004544545376, 0.33969331362362665, 0.33969331362362665, 0.33969331362362665, 0.33920314355080317]","Mission: 2.0/7.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Mission: 6.0/7.0, Denial: 8.0/2.0, Risktol: 4.0/8.0 - Non-Counterfactual","Mission: 8.0/7.0, Denial: 7.0/2.0, Risktol: 2.0/8.0 - Non-Counterfactual","Mission: 8.0/7.0, Denial: 8.0/2.0, Risktol: 2.0/8.0 - Non-Counterfactual","Mission: 6.0/7.0, Risktol: 7.0/8.0, Timeurg: 2.0/8.0 - Non-Counterfactual"
202,8,[8 8 8 8 8],Case: 205 / Pred: 8,Case: 193 / Pred: 8,Case: 194 / Pred: 8,Case: 201 / Pred: 8,Case: 206 / Pred: 8,"[205, 193, 194, 201, 206]","[0.34038962038266385, 0.33920314355080317, 0.33920314355080317, 0.33920314355080317, 0.33920314355080317]","Mission: 7.0/3.0, Denial: 7.0/2.0 - Non-Counterfactual","Mission: 6.0/3.0, Risktol: 7.0/3.0, Timeurg: 2.0/4.0 - Non-Counterfactual","Mission: 2.0/3.0, Risktol: 8.0/3.0, Timeurg: 2.0/4.0 - Non-Counterfactual","Mission: 7.0/3.0, Risktol: 8.0/3.0, Timeurg: 8.0/4.0 - Non-Counterfactual","Mission: 2.0/3.0, Risktol: 4.0/3.0, Timeurg: 3.0/4.0 - Non-Counterfactual"
203,4,[4 4 4 3 3],Case: 207 / Pred: 4,Case: 195 / Pred: 4,Case: 199 / Pred: 4,Case: 115 / Pred: 3,Case: 127 / Pred: 3,"[207, 195, 199, 115, 127]","[0.34009772744088324, 0.33940082184166687, 0.3387842984711883, 0.32953421981437286, 0.3293306192211944]",Timeurg: 2.0/3.0 - Non-Counterfactual,"Risktol: 7.0/2.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Mission: 3.0/2.0, Denial: 8.0/2.0, Risktol: 8.0/2.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Prompt: 13.0/8.0, Risktol: 8.0/2.0, Timeurg: 2.0/3.0 - Counterfactual","Prompt: 13.0/8.0, Mission: 0.0/2.0, Risktol: 8.0/2.0, Timeurg: 2.0/3.0 - Counterfactual"
204,8,[8 8 8 8 8],Case: 196 / Pred: 8,Case: 192 / Pred: 8,Case: 201 / Pred: 8,Case: 200 / Pred: 8,Case: 198 / Pred: 8,"[196, 192, 201, 200, 198]","[0.3405866100367219, 0.3401110392573743, 0.33969331362362665, 0.3396799854367662, 0.33920314355080317]",Denial: 7.0/8.0 - Non-Counterfactual,"Mission: 6.0/8.0, Risktol: 4.0/2.0 - Non-Counterfactual","Mission: 7.0/8.0, Denial: 2.0/8.0, Risktol: 8.0/2.0 - Non-Counterfactual","Denial: 3.0/8.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Mission: 3.0/8.0, Risktol: 7.0/2.0, Timeurg: 3.0/8.0 - Non-Counterfactual"
205,8,[8 8 8 8 8],Case: 202 / Pred: 8,Case: 196 / Pred: 8,Case: 197 / Pred: 8,Case: 201 / Pred: 8,Case: 192 / Pred: 8,"[202, 196, 197, 201, 192]","[0.34038962038266385, 0.33920314355080317, 0.33920314355080317, 0.33898222101264736, 0.3387842984711883]","Mission: 3.0/7.0, Denial: 2.0/7.0 - Non-Counterfactual","Mission: 8.0/7.0, Risktol: 2.0/3.0, Timeurg: 8.0/4.0 - Non-Counterfactual","Mission: 3.0/7.0, Risktol: 6.0/3.0, Timeurg: 7.0/4.0 - Non-Counterfactual","Denial: 2.0/7.0, Risktol: 8.0/3.0, Timeurg: 8.0/4.0 - Non-Counterfactual","Mission: 6.0/7.0, Denial: 8.0/7.0, Risktol: 4.0/3.0, Timeurg: 8.0/4.0 - Non-Counterfactual"
206,8,[8 8 8 8 8],Case: 198 / Pred: 8,Case: 192 / Pred: 8,Case: 194 / Pred: 8,Case: 193 / Pred: 8,Case: 201 / Pred: 8,"[198, 192, 194, 193, 201]","[0.33969331362362665, 0.3394824697009694, 0.33940082184166687, 0.33920314355080317, 0.33920314355080317]","Mission: 3.0/2.0, Denial: 8.0/2.0, Risktol: 7.0/4.0 - Non-Counterfactual","Mission: 6.0/2.0, Denial: 8.0/2.0, Timeurg: 8.0/3.0 - Non-Counterfactual","Risktol: 8.0/4.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Mission: 6.0/2.0, Risktol: 7.0/4.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Mission: 7.0/2.0, Risktol: 8.0/4.0, Timeurg: 8.0/3.0 - Non-Counterfactual"
207,4,[4 4 4 3 3],Case: 195 / Pred: 4,Case: 203 / Pred: 4,Case: 199 / Pred: 4,Case: 115 / Pred: 3,Case: 127 / Pred: 3,"[195, 203, 199, 115, 127]","[0.3403081901700035, 0.34009772744088324, 0.33969331362362665, 0.33046867999653434, 0.3302656554754062]",Risktol: 7.0/2.0 - Non-Counterfactual,Timeurg: 3.0/2.0 - Non-Counterfactual,"Mission: 3.0/2.0, Denial: 8.0/2.0, Risktol: 8.0/2.0 - Non-Counterfactual","Prompt: 13.0/8.0, Risktol: 8.0/2.0 - Counterfactual","Prompt: 13.0/8.0, Mission: 0.0/2.0, Risktol: 8.0/2.0 - Counterfactual"
208,8,[8 8 8 8 8],Case: 213 / Pred: 8,Case: 218 / Pred: 8,Case: 212 / Pred: 8,Case: 209 / Pred: 8,Case: 210 / Pred: 8,"[213, 218, 212, 209, 210]","[0.33969331362362665, 0.3394824697009694, 0.33920314355080317, 0.3387842984711883, 0.3387842984711883]","Mission: 7.0/2.0, Denial: 6.0/8.0, Risktol: 3.0/8.0 - Non-Counterfactual","Mission: 6.0/2.0, Denial: 3.0/8.0, Timeurg: 8.0/7.0 - Non-Counterfactual","Mission: 7.0/2.0, Risktol: 2.0/8.0, Timeurg: 8.0/7.0 - Non-Counterfactual","Mission: 6.0/2.0, Denial: 2.0/8.0, Risktol: 3.0/8.0, Timeurg: 2.0/7.0 - Non-Counterfactual","Mission: 6.0/2.0, Denial: 3.0/8.0, Risktol: 7.0/8.0, Timeurg: 3.0/7.0 - Non-Counterfactual"
209,8,[8 8 8 8 8],Case: 216 / Pred: 8,Case: 213 / Pred: 8,Case: 210 / Pred: 8,Case: 218 / Pred: 8,Case: 221 / Pred: 8,"[216, 213, 210, 218, 221]","[0.33969331362362665, 0.3394824697009694, 0.33898222101264736, 0.33898222101264736, 0.33898222101264736]","Mission: 3.0/6.0, Denial: 3.0/2.0, Risktol: 2.0/3.0 - Non-Counterfactual","Mission: 7.0/6.0, Denial: 6.0/2.0, Timeurg: 7.0/2.0 - Non-Counterfactual","Denial: 3.0/2.0, Risktol: 7.0/3.0, Timeurg: 3.0/2.0 - Non-Counterfactual","Denial: 3.0/2.0, Risktol: 8.0/3.0, Timeurg: 8.0/2.0 - Non-Counterfactual","Denial: 4.0/2.0, Risktol: 4.0/3.0, Timeurg: 4.0/2.0 - Non-Counterfactual"
210,8,[8 8 8 8 8],Case: 218 / Pred: 8,Case: 214 / Pred: 8,Case: 216 / Pred: 8,Case: 217 / Pred: 8,Case: 209 / Pred: 8,"[218, 214, 216, 217, 209]","[0.33940082184166687, 0.33920314355080317, 0.33920314355080317, 0.33920314355080317, 0.33898222101264736]","Risktol: 8.0/7.0, Timeurg: 8.0/3.0 - Non-Counterfactual","Mission: 3.0/6.0, Risktol: 4.0/7.0, Timeurg: 6.0/3.0 - Non-Counterfactual","Mission: 3.0/6.0, Risktol: 2.0/7.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Mission: 7.0/6.0, Risktol: 2.0/7.0, Timeurg: 6.0/3.0 - Non-Counterfactual","Denial: 2.0/3.0, Risktol: 3.0/7.0, Timeurg: 2.0/3.0 - Non-Counterfactual"
211,3,[3 3 3 3 3],Case: 215 / Pred: 3,Case: 219 / Pred: 3,Case: 223 / Pred: 3,Case: 131 / Pred: 3,Case: 143 / Pred: 3,"[215, 219, 223, 131, 143]","[0.3401110392573743, 0.33969331362362665, 0.3394824697009694, 0.3287204400370309, 0.3287204400370309]","Mission: 3.0/6.0, Risktol: 7.0/3.0 - Non-Counterfactual","Mission: 8.0/6.0, Denial: 3.0/2.0, Risktol: 2.0/3.0 - Non-Counterfactual","Mission: 0.0/6.0, Denial: 3.0/2.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Prompt: 14.0/9.0, Mission: 2.0/6.0, Risktol: 2.0/3.0, Timeurg: 7.0/3.0 - Non-Counterfactual","Prompt: 14.0/9.0, Mission: 0.0/6.0, Risktol: 7.0/3.0, Timeurg: 2.0/3.0 - Non-Counterfactual"
212,8,[8 8 8 8 8],Case: 218 / Pred: 8,Case: 217 / Pred: 8,Case: 216 / Pred: 8,Case: 208 / Pred: 8,Case: 213 / Pred: 8,"[218, 217, 216, 208, 213]","[0.33969331362362665, 0.3396799854367662, 0.3394824697009694, 0.33920314355080317, 0.33898222101264736]","Mission: 6.0/7.0, Denial: 3.0/8.0, Risktol: 8.0/2.0 - Non-Counterfactual","Denial: 3.0/8.0, Timeurg: 6.0/8.0 - Non-Counterfactual","Mission: 3.0/7.0, Denial: 3.0/8.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Mission: 2.0/7.0, Risktol: 8.0/2.0, Timeurg: 7.0/8.0 - Non-Counterfactual","Denial: 6.0/8.0, Risktol: 3.0/2.0, Timeurg: 7.0/8.0 - Non-Counterfactual"
213,8,[8 8 8 8 8],Case: 208 / Pred: 8,Case: 209 / Pred: 8,Case: 212 / Pred: 8,Case: 217 / Pred: 8,Case: 210 / Pred: 8,"[208, 209, 212, 217, 210]","[0.33969331362362665, 0.3394824697009694, 0.33898222101264736, 0.33898222101264736, 0.3387842984711883]","Mission: 2.0/7.0, Denial: 8.0/6.0, Risktol: 8.0/3.0 - Non-Counterfactual","Mission: 6.0/7.0, Denial: 2.0/6.0, Timeurg: 2.0/7.0 - Non-Counterfactual","Denial: 8.0/6.0, Risktol: 2.0/3.0, Timeurg: 8.0/7.0 - Non-Counterfactual","Denial: 3.0/6.0, Risktol: 2.0/3.0, Timeurg: 6.0/7.0 - Non-Counterfactual","Mission: 6.0/7.0, Denial: 3.0/6.0, Risktol: 7.0/3.0, Timeurg: 3.0/7.0 - Non-Counterfactual"
214,8,[8 8 8 8 8],Case: 217 / Pred: 8,Case: 220 / Pred: 8,Case: 221 / Pred: 8,Case: 222 / Pred: 8,Case: 216 / Pred: 8,"[217, 220, 221, 222, 216]","[0.3401110392573743, 0.3396799854367662, 0.3394824697009694, 0.3394824697009694, 0.33940082184166687]","Mission: 7.0/3.0, Risktol: 2.0/4.0 - Non-Counterfactual","Denial: 4.0/3.0, Timeurg: 4.0/6.0 - Non-Counterfactual","Mission: 6.0/3.0, Denial: 4.0/3.0, Timeurg: 4.0/6.0 - Non-Counterfactual","Mission: 6.0/3.0, Denial: 4.0/3.0, Timeurg: 4.0/6.0 - Non-Counterfactual","Risktol: 2.0/4.0, Timeurg: 2.0/6.0 - Non-Counterfactual"
215,3,[3 3 3 3 3],Case: 211 / Pred: 3,Case: 219 / Pred: 3,Case: 223 / Pred: 3,Case: 143 / Pred: 3,Case: 131 / Pred: 3,"[211, 219, 223, 143, 131]","[0.3401110392573743, 0.33969331362362665, 0.3387842984711883, 0.32943993996143456, 0.3287204400370309]","Mission: 6.0/3.0, Risktol: 3.0/7.0 - Non-Counterfactual","Mission: 8.0/3.0, Denial: 3.0/2.0, Risktol: 2.0/7.0 - Non-Counterfactual","Mission: 0.0/3.0, Denial: 3.0/2.0, Risktol: 3.0/7.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Prompt: 14.0/9.0, Mission: 0.0/3.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Prompt: 14.0/9.0, Mission: 2.0/3.0, Risktol: 2.0/7.0, Timeurg: 7.0/3.0 - Non-Counterfactual"
216,8,[8 8 8 8 8],Case: 217 / Pred: 8,Case: 209 / Pred: 8,Case: 212 / Pred: 8,Case: 214 / Pred: 8,Case: 210 / Pred: 8,"[217, 209, 212, 214, 210]","[0.3399004544545376, 0.33969331362362665, 0.3394824697009694, 0.33940082184166687, 0.33920314355080317]","Mission: 7.0/3.0, Timeurg: 6.0/2.0 - Non-Counterfactual","Mission: 6.0/3.0, Denial: 2.0/3.0, Risktol: 3.0/2.0 - Non-Counterfactual","Mission: 7.0/3.0, Denial: 8.0/3.0, Timeurg: 8.0/2.0 - Non-Counterfactual","Risktol: 4.0/2.0, Timeurg: 6.0/2.0 - Non-Counterfactual","Mission: 6.0/3.0, Risktol: 7.0/2.0, Timeurg: 3.0/2.0 - Non-Counterfactual"
217,8,[8 8 8 8 8],Case: 214 / Pred: 8,Case: 216 / Pred: 8,Case: 212 / Pred: 8,Case: 210 / Pred: 8,Case: 218 / Pred: 8,"[214, 216, 212, 210, 218]","[0.3401110392573743, 0.3399004544545376, 0.3396799854367662, 0.33920314355080317, 0.33920314355080317]","Mission: 3.0/7.0, Risktol: 4.0/2.0 - Non-Counterfactual","Mission: 3.0/7.0, Timeurg: 2.0/6.0 - Non-Counterfactual","Denial: 8.0/3.0, Timeurg: 8.0/6.0 - Non-Counterfactual","Mission: 6.0/7.0, Risktol: 7.0/2.0, Timeurg: 3.0/6.0 - Non-Counterfactual","Mission: 6.0/7.0, Risktol: 8.0/2.0, Timeurg: 8.0/6.0 - Non-Counterfactual"
218,8,[8 8 8 8 8],Case: 212 / Pred: 8,Case: 208 / Pred: 8,Case: 210 / Pred: 8,Case: 214 / Pred: 8,Case: 216 / Pred: 8,"[212, 208, 210, 214, 216]","[0.33969331362362665, 0.3394824697009694, 0.33940082184166687, 0.33920314355080317, 0.33920314355080317]","Mission: 7.0/6.0, Denial: 8.0/3.0, Risktol: 2.0/8.0 - Non-Counterfactual","Mission: 2.0/6.0, Denial: 8.0/3.0, Timeurg: 7.0/8.0 - Non-Counterfactual","Risktol: 7.0/8.0, Timeurg: 3.0/8.0 - Non-Counterfactual","Mission: 3.0/6.0, Risktol: 4.0/8.0, Timeurg: 6.0/8.0 - Non-Counterfactual","Mission: 3.0/6.0, Risktol: 2.0/8.0, Timeurg: 2.0/8.0 - Non-Counterfactual"
219,3,[3 3 3 3 3],Case: 211 / Pred: 3,Case: 215 / Pred: 3,Case: 223 / Pred: 3,Case: 135 / Pred: 3,Case: 131 / Pred: 3,"[211, 215, 223, 135, 131]","[0.33969331362362665, 0.33969331362362665, 0.33920314355080317, 0.32943993996143456, 0.32900866605252516]","Mission: 6.0/8.0, Denial: 2.0/3.0, Risktol: 3.0/2.0 - Non-Counterfactual","Mission: 3.0/8.0, Denial: 2.0/3.0, Risktol: 7.0/2.0 - Non-Counterfactual","Mission: 0.0/8.0, Risktol: 3.0/2.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Prompt: 14.0/9.0, Mission: 2.0/8.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Prompt: 14.0/9.0, Mission: 2.0/8.0, Denial: 2.0/3.0, Timeurg: 7.0/3.0 - Non-Counterfactual"
220,8,[8 8 8 8 8],Case: 221 / Pred: 8,Case: 222 / Pred: 8,Case: 214 / Pred: 8,Case: 216 / Pred: 8,Case: 208 / Pred: 8,"[221, 222, 214, 216, 208]","[0.34080649255609197, 0.34080649255609197, 0.3396799854367662, 0.33898222101264736, 0.3387842984711883]",Mission: 6.0/3.0 - Non-Counterfactual,Mission: 6.0/3.0 - Non-Counterfactual,"Denial: 3.0/4.0, Timeurg: 6.0/4.0 - Non-Counterfactual","Denial: 3.0/4.0, Risktol: 2.0/4.0, Timeurg: 2.0/4.0 - Non-Counterfactual","Mission: 2.0/3.0, Denial: 8.0/4.0, Risktol: 8.0/4.0, Timeurg: 7.0/4.0 - Non-Counterfactual"
221,8,[8 8 8 8 8],Case: 222 / Pred: 8,Case: 220 / Pred: 8,Case: 214 / Pred: 8,Case: 209 / Pred: 8,Case: 210 / Pred: 8,"[222, 220, 214, 209, 210]","[0.3410032413928608, 0.34080649255609197, 0.3394824697009694, 0.33898222101264736, 0.33898222101264736]", - Non-Counterfactual,Mission: 3.0/6.0 - Non-Counterfactual,"Mission: 3.0/6.0, Denial: 3.0/4.0, Timeurg: 6.0/4.0 - Non-Counterfactual","Denial: 2.0/4.0, Risktol: 3.0/4.0, Timeurg: 2.0/4.0 - Non-Counterfactual","Denial: 3.0/4.0, Risktol: 7.0/4.0, Timeurg: 3.0/4.0 - Non-Counterfactual"
222,8,[8 8 8 8 8],Case: 221 / Pred: 8,Case: 220 / Pred: 8,Case: 214 / Pred: 8,Case: 209 / Pred: 8,Case: 210 / Pred: 8,"[221, 220, 214, 209, 210]","[0.3410032413928608, 0.34080649255609197, 0.3394824697009694, 0.33898222101264736, 0.33898222101264736]", - Non-Counterfactual,Mission: 3.0/6.0 - Non-Counterfactual,"Mission: 3.0/6.0, Denial: 3.0/4.0, Timeurg: 6.0/4.0 - Non-Counterfactual","Denial: 2.0/4.0, Risktol: 3.0/4.0, Timeurg: 2.0/4.0 - Non-Counterfactual","Denial: 3.0/4.0, Risktol: 7.0/4.0, Timeurg: 3.0/4.0 - Non-Counterfactual"
223,3,[3 3 3 3 3],Case: 211 / Pred: 3,Case: 219 / Pred: 3,Case: 215 / Pred: 3,Case: 135 / Pred: 3,Case: 143 / Pred: 3,"[211, 219, 215, 135, 143]","[0.3394824697009694, 0.33920314355080317, 0.3387842984711883, 0.32965720700164225, 0.3294298828218899]","Mission: 6.0/0.0, Denial: 2.0/3.0, Timeurg: 3.0/2.0 - Non-Counterfactual","Mission: 8.0/0.0, Risktol: 2.0/3.0, Timeurg: 3.0/2.0 - Non-Counterfactual","Mission: 3.0/0.0, Denial: 2.0/3.0, Risktol: 7.0/3.0, Timeurg: 3.0/2.0 - Non-Counterfactual","Prompt: 14.0/9.0, Mission: 2.0/0.0, Risktol: 2.0/3.0 - Non-Counterfactual","Prompt: 14.0/9.0, Denial: 2.0/3.0, Risktol: 7.0/3.0 - Non-Counterfactual"
224,8,[8 8 8 8 8],Case: 228 / Pred: 8,Case: 236 / Pred: 8,Case: 230 / Pred: 8,Case: 232 / Pred: 8,Case: 225 / Pred: 8,"[228, 236, 230, 232, 225]","[0.3405866100367219, 0.3403081901700035, 0.33898222101264736, 0.33898222101264736, 0.3387842984711883]",Denial: 7.0/8.0 - Non-Counterfactual,Risktol: 7.0/8.0 - Non-Counterfactual,"Denial: 3.0/8.0, Risktol: 3.0/8.0, Timeurg: 3.0/8.0 - Non-Counterfactual","Denial: 3.0/8.0, Risktol: 2.0/8.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Mission: 8.0/2.0, Denial: 2.0/8.0, Risktol: 2.0/8.0, Timeurg: 2.0/8.0 - Non-Counterfactual"
225,8,[8 8 8 8 8],Case: 238 / Pred: 8,Case: 232 / Pred: 8,Case: 226 / Pred: 8,Case: 224 / Pred: 8,Case: 228 / Pred: 8,"[238, 232, 226, 224, 228]","[0.34080649255609197, 0.34038962038266385, 0.3394824697009694, 0.3387842984711883, 0.3387842984711883]",Mission: 0.0/8.0 - Non-Counterfactual,"Mission: 2.0/8.0, Denial: 3.0/2.0 - Non-Counterfactual","Mission: 7.0/8.0, Denial: 3.0/2.0, Timeurg: 3.0/2.0 - Non-Counterfactual","Mission: 2.0/8.0, Denial: 8.0/2.0, Risktol: 8.0/2.0, Timeurg: 8.0/2.0 - Non-Counterfactual","Mission: 2.0/8.0, Denial: 7.0/2.0, Risktol: 8.0/2.0, Timeurg: 8.0/2.0 - Non-Counterfactual"
226,8,[8 8 8 8 8],Case: 230 / Pred: 8,Case: 232 / Pred: 8,Case: 225 / Pred: 8,Case: 238 / Pred: 8,Case: 233 / Pred: 8,"[230, 232, 225, 238, 233]","[0.3401110392573743, 0.3399004544545376, 0.3394824697009694, 0.3394824697009694, 0.33940082184166687]","Mission: 2.0/7.0, Risktol: 3.0/2.0 - Non-Counterfactual","Mission: 2.0/7.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Mission: 8.0/7.0, Denial: 2.0/3.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Mission: 0.0/7.0, Denial: 2.0/3.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Risktol: 7.0/2.0, Timeurg: 6.0/3.0 - Non-Counterfactual"
227,2,[2 2 2 5 5],Case: 239 / Pred: 2,Case: 231 / Pred: 2,Case: 235 / Pred: 2,Case: 255 / Pred: 5,Case: 243 / Pred: 5,"[239, 231, 235, 255, 243]","[0.33920314355080317, 0.33898222101264736, 0.3387842984711883, 0.32606894912999107, 0.32554808940482877]","Mission: 8.0/7.0, Risktol: 2.0/4.0, Timeurg: 4.0/3.0 - Non-Counterfactual","Denial: 7.0/2.0, Risktol: 7.0/4.0, Timeurg: 7.0/3.0 - Non-Counterfactual","Mission: 8.0/7.0, Denial: 3.0/2.0, Risktol: 8.0/4.0, Timeurg: 8.0/3.0 - Non-Counterfactual","Prompt: 11.0/10.0, Age: 40.0/36.0, Rank: 0.0/1.0, Location: 3.0/0.0, Mission: 4.0/7.0, Timeurg: 4.0/3.0 - Counterfactual","Prompt: 11.0/10.0, Age: 40.0/36.0, Rank: 0.0/1.0, Location: 3.0/0.0, Risktol: 2.0/4.0, Timeurg: 8.0/3.0 - Counterfactual"
228,8,[8 8 8 8 8],Case: 224 / Pred: 8,Case: 236 / Pred: 8,Case: 230 / Pred: 8,Case: 232 / Pred: 8,Case: 225 / Pred: 8,"[224, 236, 230, 232, 225]","[0.3405866100367219, 0.33989070683478784, 0.33898222101264736, 0.33898222101264736, 0.3387842984711883]",Denial: 8.0/7.0 - Non-Counterfactual,"Denial: 8.0/7.0, Risktol: 7.0/8.0 - Non-Counterfactual","Denial: 3.0/7.0, Risktol: 3.0/8.0, Timeurg: 3.0/8.0 - Non-Counterfactual","Denial: 3.0/7.0, Risktol: 2.0/8.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Mission: 8.0/2.0, Denial: 2.0/7.0, Risktol: 2.0/8.0, Timeurg: 2.0/8.0 - Non-Counterfactual"
229,8,[8 8 8 8 8],Case: 224 / Pred: 8,Case: 225 / Pred: 8,Case: 226 / Pred: 8,Case: 228 / Pred: 8,Case: 230 / Pred: 8,"[224, 225, 226, 228, 230]","[0.3387842984711883, 0.3387842984711883, 0.3387842984711883, 0.3387842984711883, 0.3387842984711883]","Mission: 2.0/3.0, Denial: 8.0/6.0, Risktol: 8.0/6.0, Timeurg: 8.0/7.0 - Non-Counterfactual","Mission: 8.0/3.0, Denial: 2.0/6.0, Risktol: 2.0/6.0, Timeurg: 2.0/7.0 - Non-Counterfactual","Mission: 7.0/3.0, Denial: 3.0/6.0, Risktol: 2.0/6.0, Timeurg: 3.0/7.0 - Non-Counterfactual","Mission: 2.0/3.0, Denial: 7.0/6.0, Risktol: 8.0/6.0, Timeurg: 8.0/7.0 - Non-Counterfactual","Mission: 2.0/3.0, Denial: 3.0/6.0, Risktol: 3.0/6.0, Timeurg: 3.0/7.0 - Non-Counterfactual"
230,8,[8 8 8 8 8],Case: 226 / Pred: 8,Case: 232 / Pred: 8,Case: 233 / Pred: 8,Case: 234 / Pred: 8,Case: 237 / Pred: 8,"[226, 232, 233, 234, 237]","[0.3401110392573743, 0.33940082184166687, 0.33920314355080317, 0.33920314355080317, 0.33920314355080317]","Mission: 7.0/2.0, Risktol: 2.0/3.0 - Non-Counterfactual","Risktol: 2.0/3.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Mission: 7.0/2.0, Risktol: 7.0/3.0, Timeurg: 6.0/3.0 - Non-Counterfactual","Mission: 7.0/2.0, Risktol: 7.0/3.0, Timeurg: 6.0/3.0 - Non-Counterfactual","Mission: 6.0/2.0, Risktol: 0.0/3.0, Timeurg: 4.0/3.0 - Non-Counterfactual"
231,2,[2 2 2 5 5],Case: 227 / Pred: 2,Case: 235 / Pred: 2,Case: 239 / Pred: 2,Case: 247 / Pred: 5,Case: 243 / Pred: 5,"[227, 235, 239, 247, 243]","[0.33898222101264736, 0.3387842984711883, 0.3387842984711883, 0.32606894912999107, 0.3251116528379178]","Denial: 2.0/7.0, Risktol: 4.0/7.0, Timeurg: 3.0/7.0 - Non-Counterfactual","Mission: 8.0/7.0, Denial: 3.0/7.0, Risktol: 8.0/7.0, Timeurg: 8.0/7.0 - Non-Counterfactual","Mission: 8.0/7.0, Denial: 2.0/7.0, Risktol: 2.0/7.0, Timeurg: 4.0/7.0 - Non-Counterfactual","Prompt: 11.0/10.0, Age: 40.0/36.0, Rank: 0.0/1.0, Location: 3.0/0.0, Mission: 6.0/7.0, Timeurg: 8.0/7.0 - Counterfactual","Prompt: 11.0/10.0, Age: 40.0/36.0, Rank: 0.0/1.0, Location: 3.0/0.0, Denial: 2.0/7.0, Risktol: 2.0/7.0, Timeurg: 8.0/7.0 - Counterfactual"
232,8,[8 8 8 8 8],Case: 225 / Pred: 8,Case: 238 / Pred: 8,Case: 226 / Pred: 8,Case: 230 / Pred: 8,Case: 233 / Pred: 8,"[225, 238, 226, 230, 233]","[0.34038962038266385, 0.34038962038266385, 0.3399004544545376, 0.33940082184166687, 0.33920314355080317]","Mission: 8.0/2.0, Denial: 2.0/3.0 - Non-Counterfactual","Mission: 0.0/2.0, Denial: 2.0/3.0 - Non-Counterfactual","Mission: 7.0/2.0, Timeurg: 3.0/2.0 - Non-Counterfactual","Risktol: 3.0/2.0, Timeurg: 3.0/2.0 - Non-Counterfactual","Mission: 7.0/2.0, Risktol: 7.0/2.0, Timeurg: 6.0/2.0 - Non-Counterfactual"
