Index,Actual Outcome,Predicted,Sim#1,Sim#2,Sim#3,Sim#4,Sim#5,Similar_Index,Distance,Diff#1,Diff#2,Diff#3,Diff#4,Diff#5
[259],8,[10 10  8 10  4],Sample: 265 / Pred: 10,Sample: 266 / Pred: 10,Sample: 271 / Pred: 8,Sample: 258 / Pred: 10,Sample: 131 / Pred: 4,"[265, 266, 271, 258, 131]","[4.0, 4.47, 4.9, 5.0, 5.06]",Timeurg: 4.0/8.0,"Risktol: 6.0/2.0, Timeurg: 6.0/8.0","Mission: 4.0/2.0, Risktol: 4.0/2.0, Timeurg: 4.0/8.0",Timeurg: 3.0/8.0,"Prompt: 15.0/13.0, Name: 2.0/5.0, Age: 25.0/26.0, Injury Type: 3.0/0.0, Severity: 0.25/1.0, Location: 2.0/3.0, Timeurg: 7.0/8.0"
[260],10,[10 10 10 10  8],Sample: 261 / Pred: 10,Sample: 136 / Pred: 10,Sample: 130 / Pred: 10,Sample: 217 / Pred: 10,Sample: 271 / Pred: 8,"[261, 136, 130, 217, 271]","[4.69, 5.53, 5.62, 5.96, 6.0]","Mission: 7.0/8.0, Denial: 6.0/2.0, Risktol: 3.0/2.0, Timeurg: 6.0/8.0","Prompt: 15.0/13.0, Name: 2.0/5.0, Age: 25.0/26.0, Injury Type: 3.0/0.0, Severity: 0.25/1.0, Location: 2.0/3.0, Mission: 6.0/8.0, Denial: 3.0/2.0, Risktol: 3.0/2.0","Prompt: 15.0/13.0, Name: 2.0/5.0, Age: 25.0/26.0, Injury Type: 3.0/0.0, Severity: 0.25/1.0, Location: 2.0/3.0, Mission: 7.0/8.0, Denial: 3.0/2.0, Risktol: 4.0/2.0, Timeurg: 7.0/8.0","Prompt: 10.0/13.0, Name: 2.0/5.0, Age: 25.0/26.0, Injury Type: 3.0/0.0, Severity: 0.25/1.0, Location: 2.0/3.0, Mission: 7.0/8.0, Denial: 3.0/2.0, Timeurg: 6.0/8.0","Mission: 4.0/8.0, Risktol: 4.0/2.0, Timeurg: 4.0/8.0"
[261],10,[ 8 10 10  8 10],Sample: 263 / Pred: 8,Sample: 256 / Pred: 10,Sample: 260 / Pred: 10,Sample: 271 / Pred: 8,Sample: 213 / Pred: 10,"[263, 256, 260, 271, 213]","[2.24, 2.83, 4.69, 5.48, 5.53]","Denial: 7.0/6.0, Timeurg: 4.0/6.0","Denial: 8.0/6.0, Timeurg: 8.0/6.0","Mission: 8.0/7.0, Denial: 2.0/6.0, Risktol: 2.0/3.0, Timeurg: 8.0/6.0","Mission: 4.0/7.0, Denial: 2.0/6.0, Risktol: 4.0/3.0, Timeurg: 4.0/6.0","Prompt: 10.0/13.0, Name: 2.0/5.0, Age: 25.0/26.0, Injury Type: 3.0/0.0, Severity: 0.25/1.0, Location: 2.0/3.0, Timeurg: 7.0/6.0"
[262],10,[ 8 10 10 10 10],Sample: 263 / Pred: 8,Sample: 264 / Pred: 10,Sample: 257 / Pred: 10,Sample: 258 / Pred: 10,Sample: 265 / Pred: 10,"[263, 264, 257, 258, 265]","[4.58, 5.1, 5.1, 5.2, 5.48]","Mission: 7.0/3.0, Risktol: 3.0/2.0, Timeurg: 4.0/2.0","Mission: 2.0/3.0, Denial: 2.0/7.0","Mission: 2.0/3.0, Denial: 2.0/7.0","Mission: 2.0/3.0, Denial: 2.0/7.0, Timeurg: 3.0/2.0","Mission: 2.0/3.0, Denial: 2.0/7.0, Timeurg: 4.0/2.0"
[263],8,[10 10 10 10 10],Sample: 261 / Pred: 10,Sample: 256 / Pred: 10,Sample: 262 / Pred: 10,Sample: 141 / Pred: 10,Sample: 128 / Pred: 10,"[261, 256, 262, 141, 128]","[2.24, 4.12, 4.58, 5.15, 5.53]","Denial: 6.0/7.0, Timeurg: 6.0/4.0","Denial: 8.0/7.0, Timeurg: 8.0/4.0","Mission: 3.0/7.0, Risktol: 2.0/3.0, Timeurg: 2.0/4.0","Prompt: 15.0/13.0, Name: 2.0/5.0, Age: 25.0/26.0, Injury Type: 3.0/0.0, Severity: 0.25/1.0, Location: 2.0/3.0, Mission: 6.0/7.0, Timeurg: 3.0/4.0","Prompt: 15.0/13.0, Name: 2.0/5.0, Age: 25.0/26.0, Injury Type: 3.0/0.0, Severity: 0.25/1.0, Location: 2.0/3.0, Mission: 8.0/7.0, Risktol: 2.0/3.0, Timeurg: 2.0/4.0"
[264],10,[10 10 10 10  8],Sample: 257 / Pred: 10,Sample: 258 / Pred: 10,Sample: 265 / Pred: 10,Sample: 270 / Pred: 10,Sample: 271 / Pred: 8,"[257, 258, 265, 270, 271]","[0.0, 1.0, 2.0, 2.83, 3.46]",,Timeurg: 3.0/2.0,Timeurg: 4.0/2.0,"Mission: 0.0/2.0, Risktol: 4.0/2.0","Mission: 4.0/2.0, Risktol: 4.0/2.0, Timeurg: 4.0/2.0"
[265],10,[10 10 10  8 10],Sample: 258 / Pred: 10,Sample: 257 / Pred: 10,Sample: 264 / Pred: 10,Sample: 271 / Pred: 8,Sample: 270 / Pred: 10,"[258, 257, 264, 271, 270]","[1.0, 2.0, 2.0, 2.83, 3.46]",Timeurg: 3.0/4.0,Timeurg: 2.0/4.0,Timeurg: 2.0/4.0,"Mission: 4.0/2.0, Risktol: 4.0/2.0","Mission: 0.0/2.0, Risktol: 4.0/2.0, Timeurg: 2.0/4.0"
[266],10,[ 8  8 10  8 10],Sample: 267 / Pred: 8,Sample: 271 / Pred: 8,Sample: 269 / Pred: 10,Sample: 259 / Pred: 8,Sample: 265 / Pred: 10,"[267, 271, 269, 259, 265]","[2.83, 3.46, 3.74, 4.47, 4.47]","Risktol: 8.0/6.0, Timeurg: 8.0/6.0","Mission: 4.0/2.0, Risktol: 4.0/6.0, Timeurg: 4.0/6.0","Mission: 4.0/2.0, Denial: 3.0/2.0, Timeurg: 3.0/6.0","Risktol: 2.0/6.0, Timeurg: 8.0/6.0","Risktol: 2.0/6.0, Timeurg: 4.0/6.0"
[267],8,[10  8  8 10 10],Sample: 266 / Pred: 10,Sample: 179 / Pred: 8,Sample: 187 / Pred: 8,Sample: 176 / Pred: 10,Sample: 269 / Pred: 10,"[266, 179, 187, 176, 269]","[2.83, 5.1, 5.1, 5.48, 5.83]","Risktol: 6.0/8.0, Timeurg: 6.0/8.0","Prompt: 18.0/13.0, Risktol: 7.0/8.0","Prompt: 18.0/13.0, Timeurg: 7.0/8.0","Prompt: 18.0/13.0, Risktol: 7.0/8.0, Timeurg: 6.0/8.0","Mission: 4.0/2.0, Denial: 3.0/2.0, Risktol: 6.0/8.0, Timeurg: 3.0/8.0"
[268],10,[10  4 10  8 10],Sample: 256 / Pred: 10,Sample: 139 / Pred: 4,Sample: 261 / Pred: 10,Sample: 263 / Pred: 8,Sample: 138 / Pred: 10,"[256, 139, 261, 263, 138]","[5.0, 5.15, 5.74, 6.48, 7.11]",Risktol: 3.0/8.0,"Prompt: 15.0/13.0, Name: 2.0/5.0, Age: 25.0/26.0, Injury Type: 3.0/0.0, Severity: 0.25/1.0, Location: 2.0/3.0, Mission: 8.0/7.0, Denial: 7.0/8.0","Denial: 6.0/8.0, Risktol: 3.0/8.0, Timeurg: 6.0/8.0","Denial: 7.0/8.0, Risktol: 3.0/8.0, Timeurg: 4.0/8.0","Prompt: 15.0/13.0, Name: 2.0/5.0, Age: 25.0/26.0, Injury Type: 3.0/0.0, Severity: 0.25/1.0, Location: 2.0/3.0, Denial: 3.0/8.0, Risktol: 7.0/8.0"
[269],10,[ 8 10 10 10 10],Sample: 271 / Pred: 8,Sample: 266 / Pred: 10,Sample: 258 / Pred: 10,Sample: 264 / Pred: 10,Sample: 257 / Pred: 10,"[271, 266, 258, 264, 257]","[2.45, 3.74, 4.58, 4.69, 4.69]","Denial: 2.0/3.0, Risktol: 4.0/6.0, Timeurg: 4.0/3.0","Mission: 2.0/4.0, Denial: 2.0/3.0, Timeurg: 6.0/3.0","Mission: 2.0/4.0, Denial: 2.0/3.0, Risktol: 2.0/6.0","Mission: 2.0/4.0, Denial: 2.0/3.0, Risktol: 2.0/6.0, Timeurg: 2.0/3.0","Mission: 2.0/4.0, Denial: 2.0/3.0, Risktol: 2.0/6.0, Timeurg: 2.0/3.0"
[270],10,[10 10 10 10  8],Sample: 264 / Pred: 10,Sample: 257 / Pred: 10,Sample: 258 / Pred: 10,Sample: 265 / Pred: 10,Sample: 271 / Pred: 8,"[264, 257, 258, 265, 271]","[2.83, 2.83, 3.0, 3.46, 4.47]","Mission: 2.0/0.0, Risktol: 2.0/4.0","Mission: 2.0/0.0, Risktol: 2.0/4.0","Mission: 2.0/0.0, Risktol: 2.0/4.0, Timeurg: 3.0/2.0","Mission: 2.0/0.0, Risktol: 2.0/4.0, Timeurg: 4.0/2.0","Mission: 4.0/0.0, Timeurg: 4.0/2.0"
[271],8,[10 10 10 10 10],Sample: 269 / Pred: 10,Sample: 265 / Pred: 10,Sample: 258 / Pred: 10,Sample: 257 / Pred: 10,Sample: 266 / Pred: 10,"[269, 265, 258, 257, 266]","[2.45, 2.83, 3.0, 3.46, 3.46]","Denial: 3.0/2.0, Risktol: 6.0/4.0, Timeurg: 3.0/4.0","Mission: 2.0/4.0, Risktol: 2.0/4.0","Mission: 2.0/4.0, Risktol: 2.0/4.0, Timeurg: 3.0/4.0","Mission: 2.0/4.0, Risktol: 2.0/4.0, Timeurg: 2.0/4.0","Mission: 2.0/4.0, Risktol: 6.0/4.0, Timeurg: 6.0/4.0"
[272],10,[10 10 10 10 10],Sample: 210 / Pred: 10,Sample: 89 / Pred: 10,Sample: 193 / Pred: 10,Sample: 284 / Pred: 10,Sample: 280 / Pred: 10,"[210, 89, 193, 284, 280]","[3.74, 4.69, 4.7, 5.1, 5.2]","Type: 3.0/1.0, Prompt: 10.0/8.0, Mission: 6.0/8.0, Denial: 3.0/2.0, Risktol: 7.0/8.0","Prompt: 6.0/8.0, Mission: 7.0/8.0, Risktol: 4.0/8.0, Timeurg: 2.0/3.0","Type: 3.0/1.0, Prompt: 9.0/8.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25, Mission: 6.0/8.0, Risktol: 7.0/8.0, Timeurg: 2.0/3.0","Mission: 4.0/8.0, Risktol: 7.0/8.0, Timeurg: 6.0/3.0","Denial: 3.0/2.0, Risktol: 3.0/8.0, Timeurg: 2.0/3.0"
[273],10,[10 10 10  3 10],Sample: 86 / Pred: 10,Sample: 82 / Pred: 10,Sample: 226 / Pred: 10,Sample: 231 / Pred: 3,Sample: 90 / Pred: 10,"[86, 82, 226, 231, 90]","[2.24, 5.39, 6.32, 6.86, 7.0]","Prompt: 6.0/8.0, Denial: 7.0/8.0","Prompt: 6.0/8.0, Risktol: 8.0/3.0","Type: 3.0/1.0, Prompt: 11.0/8.0, Mission: 7.0/8.0, Denial: 3.0/8.0, Risktol: 2.0/3.0","Type: 3.0/1.0, Prompt: 11.0/8.0, Mission: 7.0/8.0, Denial: 7.0/8.0, Risktol: 7.0/3.0, Timeurg: 7.0/3.0","Prompt: 6.0/8.0, Denial: 2.0/8.0, Risktol: 6.0/3.0"
[274],10,[10  9 14 10 12],Sample: 102 / Pred: 10,Sample: 83 / Pred: 9,Sample: 58 / Pred: 14,Sample: 98 / Pred: 10,Sample: 53 / Pred: 12,"[102, 83, 58, 98, 53]","[5.29, 5.48, 5.74, 6.08, 6.71]","Prompt: 7.0/8.0, Mission: 3.0/2.0, Risktol: 3.0/2.0, Timeurg: 3.0/8.0","Prompt: 6.0/8.0, Mission: 3.0/2.0, Risktol: 7.0/2.0","Type: 2.0/1.0, Prompt: 3.0/8.0, Mission: 3.0/2.0, Denial: 6.0/8.0, Risktol: 3.0/2.0, Timeurg: 7.0/8.0","Prompt: 7.0/8.0, Mission: 8.0/2.0","Type: 2.0/1.0, Prompt: 3.0/8.0, Mission: 3.0/2.0, Denial: 7.0/8.0, Risktol: 3.0/2.0, Timeurg: 4.0/8.0"
[275],10,[10 10 10 10 10],Sample: 279 / Pred: 10,Sample: 99 / Pred: 10,Sample: 103 / Pred: 10,Sample: 287 / Pred: 10,Sample: 111 / Pred: 10,"[279, 99, 103, 287, 111]","[1.0, 1.41, 1.73, 5.39, 5.48]",Risktol: 7.0/8.0,"Prompt: 7.0/8.0, Denial: 3.0/2.0","Prompt: 7.0/8.0, Denial: 3.0/2.0, Risktol: 7.0/8.0","Mission: 4.0/2.0, Risktol: 3.0/8.0","Prompt: 7.0/8.0, Mission: 4.0/2.0, Risktol: 3.0/8.0"
[276],10,[10 10  5 10 10],Sample: 100 / Pred: 10,Sample: 198 / Pred: 10,Sample: 199 / Pred: 5,Sample: 84 / Pred: 10,Sample: 81 / Pred: 10,"[100, 198, 199, 84, 81]","[3.88, 4.25, 4.25, 4.25, 4.58]","Prompt: 7.0/8.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25, Mission: 2.0/3.0, Denial: 8.0/7.0, Risktol: 8.0/7.0","Type: 3.0/1.0, Prompt: 9.0/8.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25, Denial: 8.0/7.0, Timeurg: 3.0/2.0","Type: 3.0/1.0, Prompt: 9.0/8.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25, Denial: 8.0/7.0, Risktol: 8.0/7.0","Prompt: 6.0/8.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25, Mission: 2.0/3.0, Denial: 8.0/7.0, Risktol: 8.0/7.0","Prompt: 6.0/8.0, Mission: 7.0/3.0, Timeurg: 3.0/2.0"
[277],10,[10 10  3 10  3],Sample: 285 / Pred: 10,Sample: 94 / Pred: 10,Sample: 239 / Pred: 3,Sample: 281 / Pred: 10,Sample: 227 / Pred: 3,"[285, 94, 239, 281, 227]","[1.0, 2.24, 4.9, 5.2, 5.48]",Mission: 8.0/7.0,"Prompt: 6.0/8.0, Mission: 8.0/7.0","Type: 3.0/1.0, Prompt: 11.0/8.0, Mission: 8.0/7.0, Risktol: 2.0/3.0, Timeurg: 4.0/7.0","Mission: 2.0/7.0, Denial: 3.0/2.0, Timeurg: 6.0/7.0","Type: 3.0/1.0, Prompt: 11.0/8.0, Risktol: 4.0/3.0, Timeurg: 3.0/7.0"
[278],10,[10 10 10 10 10],Sample: 242 / Pred: 10,Sample: 91 / Pred: 10,Sample: 241 / Pred: 10,Sample: 249 / Pred: 10,Sample: 250 / Pred: 10,"[242, 91, 241, 249, 250]","[4.69, 4.69, 4.69, 4.8, 4.8]","Type: 3.0/1.0, Prompt: 12.0/8.0, Risktol: 8.0/7.0, Timeurg: 2.0/3.0","Prompt: 6.0/8.0, Mission: 6.0/2.0, Risktol: 8.0/7.0, Timeurg: 2.0/3.0","Type: 3.0/1.0, Prompt: 12.0/8.0, Risktol: 8.0/7.0, Timeurg: 2.0/3.0","Type: 3.0/1.0, Prompt: 12.0/8.0, Mission: 3.0/2.0, Denial: 3.0/2.0, Timeurg: 2.0/3.0","Type: 3.0/1.0, Prompt: 12.0/8.0, Denial: 3.0/2.0, Risktol: 6.0/7.0, Timeurg: 2.0/3.0"
[279],10,[10 10 10 10 10],Sample: 275 / Pred: 10,Sample: 103 / Pred: 10,Sample: 99 / Pred: 10,Sample: 287 / Pred: 10,Sample: 111 / Pred: 10,"[275, 103, 99, 287, 111]","[1.0, 1.41, 1.73, 4.47, 4.58]",Risktol: 8.0/7.0,"Prompt: 7.0/8.0, Denial: 3.0/2.0","Prompt: 7.0/8.0, Denial: 3.0/2.0, Risktol: 8.0/7.0","Mission: 4.0/2.0, Risktol: 3.0/7.0","Prompt: 7.0/8.0, Mission: 4.0/2.0, Risktol: 3.0/7.0"
[280],10,[10 10  4 10  4],Sample: 89 / Pred: 10,Sample: 105 / Pred: 10,Sample: 219 / Pred: 4,Sample: 209 / Pred: 10,Sample: 211 / Pred: 4,"[89, 105, 219, 209, 211]","[2.65, 2.65, 3.16, 3.61, 3.74]","Prompt: 6.0/8.0, Mission: 7.0/8.0, Denial: 2.0/3.0, Risktol: 4.0/3.0","Prompt: 7.0/8.0, Mission: 7.0/8.0, Denial: 2.0/3.0, Timeurg: 4.0/2.0","Type: 3.0/1.0, Prompt: 10.0/8.0, Risktol: 2.0/3.0, Timeurg: 3.0/2.0","Type: 3.0/1.0, Prompt: 10.0/8.0, Mission: 6.0/8.0, Denial: 2.0/3.0","Type: 3.0/1.0, Prompt: 10.0/8.0, Mission: 6.0/8.0, Denial: 2.0/3.0, Timeurg: 3.0/2.0"
[281],10,[10 10 10 10 10],Sample: 230 / Pred: 10,Sample: 277 / Pred: 10,Sample: 232 / Pred: 10,Sample: 229 / Pred: 10,Sample: 238 / Pred: 10,"[230, 277, 232, 229, 238]","[4.69, 5.2, 5.48, 5.74, 5.92]","Type: 3.0/1.0, Prompt: 11.0/8.0, Timeurg: 3.0/6.0","Mission: 7.0/2.0, Denial: 2.0/3.0, Timeurg: 7.0/6.0","Type: 3.0/1.0, Prompt: 11.0/8.0, Risktol: 2.0/3.0, Timeurg: 2.0/6.0","Type: 3.0/1.0, Prompt: 11.0/8.0, Mission: 3.0/2.0, Denial: 6.0/3.0, Risktol: 6.0/3.0, Timeurg: 7.0/6.0","Type: 3.0/1.0, Prompt: 11.0/8.0, Mission: 0.0/2.0, Denial: 2.0/3.0, Risktol: 2.0/3.0, Timeurg: 2.0/6.0"
[282],10,[10 10  6 13 13],Sample: 106 / Pred: 10,Sample: 252 / Pred: 10,Sample: 247 / Pred: 6,Sample: 51 / Pred: 13,Sample: 63 / Pred: 13,"[106, 252, 247, 51, 63]","[1.73, 4.69, 5.2, 5.2, 5.29]","Prompt: 7.0/8.0, Mission: 7.0/8.0, Timeurg: 6.0/7.0","Type: 3.0/1.0, Prompt: 12.0/8.0, Mission: 7.0/8.0, Timeurg: 8.0/7.0","Type: 3.0/1.0, Prompt: 12.0/8.0, Mission: 6.0/8.0, Denial: 7.0/8.0, Risktol: 7.0/8.0, Timeurg: 8.0/7.0","Type: 2.0/1.0, Prompt: 3.0/8.0, Timeurg: 8.0/7.0","Type: 2.0/1.0, Prompt: 3.0/8.0, Mission: 7.0/8.0, Timeurg: 8.0/7.0"
[283],10,[10 13 14 12 10],Sample: 107 / Pred: 10,Sample: 75 / Pred: 13,Sample: 66 / Pred: 14,Sample: 77 / Pred: 12,Sample: 287 / Pred: 10,"[107, 75, 66, 77, 287]","[3.16, 4.47, 4.47, 5.2, 5.57]","Prompt: 7.0/8.0, Timeurg: 4.0/7.0","Type: 2.0/1.0, Prompt: 4.0/8.0, Mission: 3.0/2.0, Denial: 4.0/3.0, Timeurg: 8.0/7.0","Type: 2.0/1.0, Prompt: 4.0/8.0, Denial: 2.0/3.0, Risktol: 3.0/2.0, Timeurg: 8.0/7.0","Type: 2.0/1.0, Prompt: 4.0/8.0, Mission: 0.0/2.0, Denial: 4.0/3.0, Risktol: 4.0/2.0, Timeurg: 8.0/7.0","Mission: 4.0/2.0, Denial: 2.0/3.0, Risktol: 3.0/2.0, Timeurg: 2.0/7.0"
[284],10,[10 10 10 10  4],Sample: 109 / Pred: 10,Sample: 93 / Pred: 10,Sample: 108 / Pred: 10,Sample: 218 / Pred: 10,Sample: 215 / Pred: 4,"[109, 93, 108, 218, 215]","[1.41, 2.24, 4.13, 4.24, 4.24]","Prompt: 7.0/8.0, Risktol: 6.0/7.0","Prompt: 6.0/8.0, Risktol: 6.0/7.0","Prompt: 7.0/8.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25, Mission: 2.0/4.0, Timeurg: 7.0/6.0","Type: 3.0/1.0, Prompt: 10.0/8.0, Mission: 6.0/4.0, Denial: 3.0/2.0, Risktol: 8.0/7.0, Timeurg: 8.0/6.0","Type: 3.0/1.0, Prompt: 10.0/8.0, Mission: 3.0/4.0, Timeurg: 3.0/6.0"
[285],10,[10 10  3 10  3],Sample: 277 / Pred: 10,Sample: 94 / Pred: 10,Sample: 239 / Pred: 3,Sample: 90 / Pred: 10,Sample: 227 / Pred: 3,"[277, 94, 239, 90, 227]","[1.0, 2.0, 4.8, 5.39, 5.57]",Mission: 7.0/8.0,Prompt: 6.0/8.0,"Type: 3.0/1.0, Prompt: 11.0/8.0, Risktol: 2.0/3.0, Timeurg: 4.0/7.0","Prompt: 6.0/8.0, Risktol: 6.0/3.0, Timeurg: 3.0/7.0","Type: 3.0/1.0, Prompt: 11.0/8.0, Mission: 7.0/8.0, Risktol: 4.0/3.0, Timeurg: 3.0/7.0"
[286],10,[10 10  6 10 10],Sample: 110 / Pred: 10,Sample: 95 / Pred: 10,Sample: 255 / Pred: 6,Sample: 248 / Pred: 10,Sample: 278 / Pred: 10,"[110, 95, 255, 248, 278]","[1.0, 2.0, 4.9, 5.29, 5.48]",Prompt: 7.0/8.0,Prompt: 6.0/8.0,"Type: 3.0/1.0, Prompt: 12.0/8.0, Risktol: 4.0/2.0","Type: 3.0/1.0, Prompt: 12.0/8.0, Mission: 2.0/4.0, Timeurg: 2.0/4.0","Mission: 2.0/4.0, Risktol: 7.0/2.0, Timeurg: 3.0/4.0"
[287],10,[10 10 10 10 15],Sample: 111 / Pred: 10,Sample: 107 / Pred: 10,Sample: 279 / Pred: 10,Sample: 103 / Pred: 10,Sample: 72 / Pred: 15,"[111, 107, 279, 103, 72]","[1.0, 3.32, 4.47, 4.69, 4.69]",Prompt: 7.0/8.0,"Prompt: 7.0/8.0, Mission: 2.0/4.0, Denial: 3.0/2.0, Risktol: 2.0/3.0, Timeurg: 4.0/2.0","Mission: 2.0/4.0, Risktol: 7.0/3.0","Prompt: 7.0/8.0, Mission: 2.0/4.0, Denial: 3.0/2.0, Risktol: 7.0/3.0","Type: 2.0/1.0, Prompt: 4.0/8.0, Mission: 2.0/4.0, Risktol: 4.0/3.0"
[288],7,[7 7 7 7 7],Sample: 546 / Pred: 7,Sample: 436 / Pred: 7,Sample: 434 / Pred: 7,Sample: 494 / Pred: 7,Sample: 296 / Pred: 7,"[546, 436, 434, 494, 296]","[0.0, 2.24, 3.16, 3.16, 3.32]",,"Mission: 5.0/6.0, Timeurg: 5.0/3.0","Denial: 10.0/7.0, Timeurg: 2.0/3.0","Mission: 7.0/6.0, Timeurg: 0.0/3.0","Denial: 10.0/7.0, Risktol: 0.0/1.0, Timeurg: 2.0/3.0"
[289],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 381 / Pred: 7,Sample: 455 / Pred: 7,Sample: 379 / Pred: 7,"[545, 453, 381, 455, 379]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[290],7,[7 7 7 7 7],Sample: 538 / Pred: 7,Sample: 394 / Pred: 7,Sample: 410 / Pred: 7,Sample: 310 / Pred: 7,Sample: 318 / Pred: 7,"[538, 394, 410, 310, 318]","[0.0, 0.0, 0.0, 1.0, 1.0]",,,,Mission: 5.0/6.0,Mission: 7.0/6.0
[291],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 381 / Pred: 7,Sample: 455 / Pred: 7,Sample: 379 / Pred: 7,"[545, 453, 381, 455, 379]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[292],7,[7 7 7 7 7],Sample: 492 / Pred: 7,Sample: 408 / Pred: 7,Sample: 368 / Pred: 7,Sample: 460 / Pred: 7,Sample: 476 / Pred: 7,"[492, 408, 368, 460, 476]","[1.0, 1.41, 2.45, 2.83, 2.83]",Mission: 5.0/4.0,"Mission: 5.0/4.0, Timeurg: 3.0/2.0","Mission: 3.0/4.0, Risktol: 6.0/8.0, Timeurg: 3.0/2.0","Mission: 6.0/4.0, Timeurg: 0.0/2.0","Risktol: 6.0/8.0, Timeurg: 0.0/2.0"
[293],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 381 / Pred: 7,Sample: 455 / Pred: 7,Sample: 379 / Pred: 7,"[545, 453, 381, 455, 379]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[294],7,[7 7 7 7 7],Sample: 472 / Pred: 7,Sample: 358 / Pred: 7,Sample: 484 / Pred: 7,Sample: 480 / Pred: 7,Sample: 335 / Pred: 7,"[472, 358, 484, 480, 335]","[2.83, 2.83, 3.0, 3.16, 3.16]","Mission: 5.0/3.0, Timeurg: 3.0/5.0","Denial: 8.0/10.0, Timeurg: 3.0/5.0",Mission: 6.0/3.0,"Mission: 4.0/3.0, Timeurg: 2.0/5.0","Mission: 6.0/3.0, Risktol: 6.0/5.0"
[295],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 381 / Pred: 7,Sample: 455 / Pred: 7,Sample: 379 / Pred: 7,"[545, 453, 381, 455, 379]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[296],7,[7 7 7 7 7],Sample: 434 / Pred: 7,Sample: 320 / Pred: 7,Sample: 426 / Pred: 7,Sample: 516 / Pred: 7,Sample: 524 / Pred: 7,"[434, 320, 426, 516, 524]","[1.0, 2.24, 2.24, 2.45, 2.45]",Risktol: 1.0/0.0,"Mission: 7.0/6.0, Risktol: 2.0/0.0","Mission: 7.0/6.0, Risktol: 2.0/0.0","Mission: 5.0/6.0, Risktol: 2.0/0.0, Timeurg: 3.0/2.0","Mission: 5.0/6.0, Risktol: 1.0/0.0, Timeurg: 0.0/2.0"
[297],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 381 / Pred: 7,Sample: 455 / Pred: 7,Sample: 379 / Pred: 7,"[545, 453, 381, 455, 379]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[298],7,[7 7 7 7 7],Sample: 416 / Pred: 7,Sample: 339 / Pred: 7,Sample: 524 / Pred: 7,Sample: 300 / Pred: 7,Sample: 320 / Pred: 7,"[416, 339, 524, 300, 320]","[1.0, 1.41, 1.41, 2.0, 2.24]",Mission: 7.0/6.0,"Mission: 7.0/6.0, Risktol: 1.0/2.0","Mission: 5.0/6.0, Risktol: 1.0/2.0",Risktol: 4.0/2.0,"Mission: 7.0/6.0, Timeurg: 2.0/0.0"
[299],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 381 / Pred: 7,Sample: 455 / Pred: 7,Sample: 379 / Pred: 7,"[545, 453, 381, 455, 379]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[300],7,[7 7 7 7 7],Sample: 386 / Pred: 7,Sample: 366 / Pred: 7,Sample: 346 / Pred: 7,Sample: 290 / Pred: 7,Sample: 440 / Pred: 7,"[386, 366, 346, 290, 440]","[1.0, 1.0, 1.41, 2.0, 2.0]",Risktol: 5.0/4.0,Mission: 5.0/6.0,"Mission: 7.0/6.0, Risktol: 5.0/4.0",Risktol: 6.0/4.0,Timeurg: 2.0/0.0
[301],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 381 / Pred: 7,Sample: 455 / Pred: 7,Sample: 379 / Pred: 7,"[545, 453, 381, 455, 379]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[302],7,[7 7 7 7 7],Sample: 318 / Pred: 7,Sample: 346 / Pred: 7,Sample: 538 / Pred: 7,Sample: 290 / Pred: 7,Sample: 410 / Pred: 7,"[318, 346, 538, 290, 410]","[1.0, 1.41, 2.0, 2.0, 2.0]",Mission: 7.0/8.0,"Mission: 7.0/8.0, Risktol: 5.0/6.0",Mission: 6.0/8.0,Mission: 6.0/8.0,Mission: 6.0/8.0
